id	num	neg|score	neg|p-value	neg|fdr	neg|rank	neg|goodsgrna	neg|lfc	pos|score	pos|p-value	pos|fdr	pos|rank	pos|goodsgrna	pos|lfc
CEP170B	4	0.47384	0.54932	0.976208	9909	1	0.56906	0.021569	0.098197	1.0	1926	3	0.56906
TM9SF2	4	0.47388	0.54932	0.976208	9910	2	-0.3969	0.85392	0.9476	1.0	16518	0	-0.3969
ITGB8	4	0.47389	0.54932	0.976208	9911	2	0.21317	0.0035472	0.028676	0.946298	555	2	0.21317
ANKRD36B	4	0.47393	0.54932	0.976208	9912	2	-0.030854	0.057635	0.21425	1.0	3574	1	-0.030854
VIT	4	0.47395	0.54932	0.976208	9913	2	-0.26188	0.46459	0.75249	1.0	11942	1	-0.26188
CCDC69	4	0.47402	0.54932	0.976208	9914	2	0.071723	0.20605	0.5211	1.0	7591	2	0.071723
RHOG	4	0.47406	0.54932	0.976208	9915	2	-0.057263	0.80497	0.92569	1.0	15616	1	-0.057263
JMJD8	4	0.47408	0.54932	0.976208	9916	1	0.24647	0.55678	0.7773	1.0	12666	1	0.24647
BNC2	4	0.4743	0.54932	0.976208	9917	2	-0.48819	0.79146	0.92569	1.0	15383	1	-0.48819
KIF20A	4	0.47433	0.54932	0.976208	9918	1	0.027578	0.77125	0.92569	1.0	15047	1	0.027578
ECHDC1	4	0.47434	0.54932	0.976208	9919	2	0.12053	0.1261	0.35753	1.0	6081	2	0.12053
PDE4D	4	0.47438	0.54932	0.976208	9920	2	-0.47433	0.51147	0.7773	1.0	12307	1	-0.47433
GCGR	4	0.47443	0.54932	0.976208	9921	2	-0.21186	0.51649	0.7773	1.0	12344	1	-0.21186
ERMN	4	0.47444	0.54932	0.976208	9922	1	0.73418	0.053053	0.21425	1.0	3381	3	0.73418
DPM2	4	0.47446	0.54932	0.976208	9923	1	0.073364	0.35074	0.6816	1.0	10301	2	0.073364
NETO2	4	0.47452	0.54932	0.976208	9924	2	-0.31352	0.78075	0.92569	1.0	15186	1	-0.31352
GRIP2	4	0.47457	0.54932	0.976208	9925	2	-0.073927	0.38895	0.72783	1.0	11039	2	-0.073927
SEPHS1	4	0.47473	0.54932	0.976208	9926	2	-0.39321	0.4802	0.75249	1.0	12062	1	-0.39321
NES	4	0.47492	0.54932	0.976208	9927	2	-0.10688	0.49892	0.75249	1.0	12208	1	-0.10688
PRPSAP1	4	0.47498	0.54932	0.976208	9928	2	0.037304	0.32829	0.6816	1.0	9882	2	0.037304
RHOT2	4	0.475	0.54932	0.976208	9929	2	-0.46237	0.89918	0.9476	1.0	17406	0	-0.46237
DLG1	4	0.47501	0.54932	0.976208	9930	2	-0.27552	0.87593	0.9476	1.0	16965	0	-0.27552
SLC9C2	4	0.47506	0.54932	0.976208	9931	1	0.46203	0.026398	0.13141	1.0	2167	3	0.46203
RPRD2	4	0.47536	0.54932	0.976208	9932	1	-0.12346	0.31127	0.6816	1.0	9551	1	-0.12346
PPM1M	4	0.47539	0.54932	0.976208	9933	2	-0.089244	0.09417	0.32985	1.0	5069	2	-0.089244
ASAH2B	5	0.47542	0.5582	0.976208	9934	2	0.174	0.1964	0.57514	1.0	7402	2	0.174
PCSK1	4	0.47547	0.54932	0.976208	9935	2	-0.2482	0.44528	0.75249	1.0	11783	1	-0.2482
CXADR	4	0.4755	0.54932	0.976208	9936	2	0.049636	0.17002	0.44675	1.0	6906	2	0.049636
TMEM256	4	0.4756	0.54932	0.976208	9937	2	0.21713	0.075864	0.25608	1.0	4342	2	0.21713
CCDC88A	4	0.47563	0.54932	0.976208	9938	2	-0.16363	0.73654	0.90093	1.0	14550	1	-0.16363
CCDC61	4	0.47568	0.54932	0.976208	9939	2	-0.13909	0.20977	0.5211	1.0	7660	1	-0.13909
TM7SF2	4	0.4757	0.54932	0.976208	9940	2	-0.50188	0.84219	0.92569	1.0	16296	0	-0.50188
CCL17	4	0.47584	0.54932	0.976208	9941	2	-0.30598	0.84537	0.92569	1.0	16352	0	-0.30598
NCR3	4	0.47586	0.54932	0.976208	9942	2	-0.1101	0.016602	0.079703	0.951815	1661	2	-0.1101
THRA	4	0.47588	0.54932	0.976208	9943	2	-0.007861	0.31647	0.6816	1.0	9668	2	-0.007861
SPRR4	4	0.47588	0.54932	0.976208	9944	1	0.79414	0.059764	0.25608	1.0	3698	3	0.79414
TOGARAM1	4	0.47591	0.54932	0.976208	9945	2	-0.25334	0.84949	0.9476	1.0	16438	0	-0.25334
PCDHA5	4	0.47597	0.54932	0.976208	9946	2	-0.19579	0.77503	0.92569	1.0	15099	1	-0.19579
KRTAP5-2	5	0.47601	0.5582	0.976208	9947	2	-0.010742	0.81351	0.94529	1.0	15762	1	-0.010742
KRTAP5-AS1	5	0.47601	0.5582	0.976208	9948	2	-0.010742	0.81351	0.94529	1.0	15763	1	-0.010742
IL7R	4	0.47613	0.54932	0.976208	9949	2	-0.13385	0.067417	0.25608	1.0	3996	2	-0.13385
OR52L1	4	0.47615	0.54932	0.976208	9950	2	-0.0069908	0.26469	0.64149	1.0	8652	2	-0.0069908
ZBTB3	4	0.47621	0.54932	0.976208	9951	2	-0.10196	0.31551	0.6816	1.0	9647	1	-0.10196
CSNK1G1	4	0.47623	0.54932	0.976208	9952	2	-0.27428	0.38444	0.72783	1.0	10952	1	-0.27428
KLHL22	4	0.47625	0.54932	0.976208	9953	2	-0.17566	0.49815	0.75249	1.0	12202	1	-0.17566
BEAN1	4	0.47632	0.54932	0.976208	9954	2	-0.28808	0.8239	0.92569	1.0	15944	0	-0.28808
ALPK2	4	0.47638	0.54932	0.976208	9955	2	-0.35965	0.33621	0.6816	1.0	10012	1	-0.35965
CFAP20DC	4	0.4764	0.54932	0.976208	9956	1	0.93397	0.016569	0.079703	0.951815	1657	3	0.93397
DOK5	4	0.4765	0.54932	0.976208	9957	2	0.028463	0.20874	0.5211	1.0	7640	2	0.028463
RAB22A	4	0.47652	0.54932	0.976208	9958	1	0.030583	0.32963	0.6816	1.0	9912	2	0.030583
CHSY1	4	0.47652	0.54932	0.976208	9959	1	0.31864	0.1242	0.35753	1.0	6050	2	0.31864
TMEM14C	4	0.47656	0.54932	0.976208	9960	2	-0.040748	0.20773	0.5211	1.0	7626	2	-0.040748
KLHL1	4	0.47662	0.54932	0.976208	9961	2	-0.10956	0.26978	0.64149	1.0	8752	1	-0.10956
CELSR2	4	0.47665	0.54932	0.976208	9962	1	-0.1893	0.84508	0.92569	1.0	16348	0	-0.1893
DDIT4L	4	0.47665	0.54932	0.976208	9963	2	-0.1954	0.67314	0.87607	1.0	13800	1	-0.1954
C4orf3	4	0.47684	0.54932	0.976208	9964	2	-0.51107	0.48951	0.75249	1.0	12139	1	-0.51107
MAP4	4	0.47684	0.54932	0.976208	9965	2	-0.41221	0.6581	0.85127	1.0	13643	1	-0.41221
C17orf67	4	0.47687	0.54932	0.976208	9966	2	-0.32048	0.8923	0.9476	1.0	17259	0	-0.32048
MCU	4	0.47689	0.54932	0.976208	9967	2	-0.15843	0.15822	0.41895	1.0	6704	1	-0.15843
SVOPL	4	0.47692	0.54932	0.976208	9968	2	-0.084302	0.28141	0.64149	1.0	8977	2	-0.084302
KLF12	4	0.47695	0.54932	0.976208	9969	1	0.29236	0.10648	0.32985	1.0	5527	3	0.29236
ZNF516	4	0.47695	0.54932	0.976208	9970	2	-0.077351	0.63095	0.85127	1.0	13343	1	-0.077351
GIMAP8	4	0.477	0.54932	0.976208	9971	1	0.33907	0.37195	0.72783	1.0	10721	2	0.33907
LCP1	4	0.47709	0.54932	0.976208	9972	2	0.035444	0.3787	0.72783	1.0	10837	2	0.035444
EGILA	5	0.4771	0.5582	0.976208	9973	2	-0.0717	0.26968	0.62895	1.0	8750	2	-0.0717
UNC5D	4	0.47712	0.54932	0.976208	9974	2	-0.27997	0.074536	0.25608	1.0	4297	1	-0.27997
UBR5	4	0.47719	0.54932	0.976208	9975	1	-0.14059	0.81768	0.92569	1.0	15831	0	-0.14059
NUDCD1	4	0.47721	0.54932	0.976208	9976	2	-0.067444	0.3944	0.72783	1.0	11135	2	-0.067444
MAGEB17-AS1	2	0.47736	0.47095	0.976208	9977	1	-0.17246	0.56568	0.72792	1.0	12752	0	-0.17246
IQCN	4	0.47741	0.54932	0.976208	9978	2	-0.50868	0.87853	0.9476	1.0	17003	0	-0.50868
