LOC100129098
LOC124903496
LOC124903532
LOC124903544
LOC124903566
LOC124903569
LOC124903570
LOC124903571
LOC124903573
LOC124903575
LOC124903619
LOC124903621
LOC124903671
LOC124903680
LOC124903698
LOC124903713
LOC124903723
LOC124903725
LOC124903734
LOC124903754
LOC124903757
LOC124903759
LOC124903761
LOC124903762
LOC124903766
LOC124903767
LOC124903813
LOC124903827
LOC124903828
LOC124903837
LOC124903840
LOC124903856
LOC124903857
LOC124903972
LOC124904075
LOC124904077
LOC124904094
LOC124904095
LOC124904102
LOC124904103
LOC124904106
LOC124904200
LOC124904228
LOC124904248
LOC124904253
LOC124904276
LOC124904304
LOC124904331
LOC124904333
LOC124904394
LOC124904395
LOC124904409
LOC124904411
LOC124904414
LOC124904417
LOC124904439
LOC124904532
LOC124904542
LOC124904579
LOC124904581
LOC124904583
LOC124904584
LOC124904588
LOC124904605
LOC124904607
LOC124904660
LOC124904701
LOC124904708
LOC124904770
LOC124904774
LOC124904779
LOC124904789
LOC124904790
LOC124904791
LOC124904792
LOC124904903
LOC124904927
LOC124904930
LOC124904942
LOC124904950
LOC124904951
LOC124904958
LOC124904962
LOC124904970
LOC124905027
LOC124905049
LOC124905050
LOC124905051
LOC124905081
LOC124905115
LOC124905135
LOC124905139
LOC124905153
LOC124905155
LOC124905156
LOC124905230
LOC124905300
LOC124905320
LOC124905330
LOC124905331
LOC124905352
LOC124905368
LOC124905403
LOC124905564
LOC124905938
LOC124905948
LOC124905955
LOC124905962
LOC124905977
LOC124906005
LOC124906010
LOC124906086
LOC124906092
LOC124906109
LOC124906236
LOC124906252
LOC124906255
LOC124906262
LOC124906280
LOC124906892
LOC124906977
LOC124907776
LOC124907854
LOC124907867
LOC124907874
LOC124907900
LOC124907920
LOC124907996
LOC124908044
LOC124908045
LOC124908046
LOC124908047
LOC124908048
LOC124909439
LOC124909461
LOC124909474
LOC124909483
LOC124909484
LOC124909485
LOC124909486
LOC124909487
LOC124909494
KYAT1-SPOUT1
LOC127814297
MPV17L-BMERB1
LOC127898562
LOC127898563
LOC127903862
LOC127933115
LOC128031832
LOC128031833
LOC128031834
LOC128031835
LOC128031836
LOC128031837
LOC128071544
LOC128071545
LOC128071547
LOC128092246
LOC128092247
LOC128092248
LOC128092249
LOC128092250
LOC128092251
LOC128092252
LOC128092253
LOC128125814
LOC128125816
LOC128125817
LOC128125818
LOC128125822
NUTF2P4
LOC128462377
LOC128706665
LOC128706666
LOC128966594
LOC128966597
LOC128966684
LOC128966704
LOC128966744
LOC131768270
LOC132932482
LYPLA1-TCEA1
PGBD3
PPIAP59
MYL12BP2
MAP1LC3BP1
LOC400499
LOC441239
