,sgRNA,gene,z_scored_sgRNA_lfc
31874,Vienna_NPY4R_1-Vienna_NPY4R_4,NPY4R,-8.430417340692088
31875,Vienna_NPY4R_2-Vienna_NPY4R_5,NPY4R,-1.59434433711995
31876,Vienna_NPY4R_3-Vienna_NPY4R_6,NPY4R,-0.5690454874888912
31877,Vienna_NPY5R_1-Vienna_NPY5R_4,NPY5R,-0.05324161662421171
31878,Vienna_NPY5R_2-Vienna_NPY5R_5,NPY5R,1.4000307635711173
31879,Vienna_NPY5R_3-Vienna_NPY5R_6,NPY5R,0.3957543686618492
31880,Vienna_NQO1_1-Vienna_NQO1_4,NQO1,-6.8953528760152185
31881,Vienna_NQO1_2-Vienna_NQO1_5,NQO1,-2.4924234183365623
31882,Vienna_NQO2_1-Vienna_NQO2_4,NQO2,-0.4650525243887467
31883,Vienna_NQO2_2-Vienna_NQO2_5,NQO2,-0.6200489006146915
31884,Vienna_NQO2_3-Vienna_NQO2_6,NQO2,-1.1387216941828515
31885,Vienna_NR0B1_1-Vienna_NR0B1_4,NR0B1,-1.1124130188677879
31886,Vienna_NR0B1_2-Vienna_NR0B1_5,NR0B1,-3.5623798027596214
31887,Vienna_NR0B1_3-Vienna_NR0B1_6,NR0B1,0.7711913782706585
31888,Vienna_NR0B2_1-Vienna_NR0B2_4,NR0B2,0.6195892470383401
31889,Vienna_NR0B2_2-Vienna_NR0B2_5,NR0B2,-1.4625143305644293
31890,Vienna_NR0B2_3-Vienna_NR0B2_6,NR0B2,-1.2629047030573437
31891,Vienna_NR1D1_1-Vienna_NR1D1_4,NR1D1,-2.5635274455531762
31892,Vienna_NR1D1_2-Vienna_NR1D1_5,NR1D1,-3.674610616095821
31893,Vienna_NR1D1_3-Vienna_NR1D1_6,NR1D1,-2.157387060896355
31894,Vienna_NR1D2_1-Vienna_NR1D2_4,NR1D2,-0.31590448322336595
31895,Vienna_NR1D2_2-Vienna_NR1D2_5,NR1D2,-1.4477362020431594
31896,Vienna_NR1D2_3-Vienna_NR1D2_6,NR1D2,0.04268262650583999
31897,Vienna_NR1H2_1-Vienna_NR1H2_4,NR1H2,-4.776676042475182
31898,Vienna_NR1H2_2-Vienna_NR1H2_5,NR1H2,-0.6695638152575345
31899,Vienna_NR1H2_3-Vienna_NR1H2_6,NR1H2,-2.4777077939323915
31900,Vienna_NR1H3_1-Vienna_NR1H3_4,NR1H3,-2.686101896431682
31901,Vienna_NR1H3_2-Vienna_NR1H3_5,NR1H3,-0.38966451348536585
31902,Vienna_NR1H3_3-Vienna_NR1H3_6,NR1H3,-2.72052769978446
31903,Vienna_NR1H4_1-Vienna_NR1H4_4,NR1H4,-0.33886300508770306
31904,Vienna_NR1H4_2-Vienna_NR1H4_5,NR1H4,-2.0441784112471177
31905,Vienna_NR1H4_3-Vienna_NR1H4_6,NR1H4,0.2949838639534498
31906,Vienna_NR1I2_1-Vienna_NR1I2_4,NR1I2,0.4004964606054223
31907,Vienna_NR1I2_2-Vienna_NR1I2_5,NR1I2,-3.7502897483833304
31908,Vienna_NR1I2_3-Vienna_NR1I2_6,NR1I2,-2.5874544480919446
31909,Vienna_NR1I3_1-Vienna_NR1I3_4,NR1I3,0.30901591451916016
31910,Vienna_NR1I3_2-Vienna_NR1I3_5,NR1I3,-2.017576746362374
31911,Vienna_NR1I3_3-Vienna_NR1I3_6,NR1I3,-0.827664307271962
31912,Vienna_NR2C1_1-Vienna_NR2C1_4,NR2C1,-1.2201166290103678
31913,Vienna_NR2C1_3-Vienna_NR2C1_6,NR2C1,-0.9138285311526589
31914,Vienna_NR2C2_1-Vienna_NR2C2_4,NR2C2,-0.7320770657835243
31915,Vienna_NR2C2_2-Vienna_NR2C2_5,NR2C2,-0.23590060159512363
31916,Vienna_NR2C2_3-Vienna_NR2C2_6,NR2C2,-1.375098748419282
31917,Vienna_NR2C2AP_1-Vienna_NR2C2AP_4,NR2C2AP,-5.188982638085696
31918,Vienna_NR2C2AP_2-Vienna_NR2C2AP_5,NR2C2AP,-5.999826093140935
31919,Vienna_NR2C2AP_3-Vienna_NR2C2AP_6,NR2C2AP,-6.328829697049643
31920,Vienna_NR2E1_1-Vienna_NR2E1_4,NR2E1,-1.250381208590067
31921,Vienna_NR2E1_2-Vienna_NR2E1_5,NR2E1,-0.29911804593355756
31922,Vienna_NR2E1_3-Vienna_NR2E1_6,NR2E1,-5.902021871816612
31923,Vienna_NR2E3_1-Vienna_NR2E3_4,NR2E3,-0.0616249317302414
31924,Vienna_NR2E3_2-Vienna_NR2E3_5,NR2E3,-1.5532374231024966
31925,Vienna_NR2E3_3-Vienna_NR2E3_6,NR2E3,-4.409934217099106
31926,Vienna_NR2F1_1-Vienna_NR2F1_4,NR2F1,-0.32302453159490707
31927,Vienna_NR2F1_2-Vienna_NR2F1_5,NR2F1,-0.2638596728022082
31928,Vienna_NR2F1_3-Vienna_NR2F1_6,NR2F1,-0.7286446663663512
31929,Vienna_NR2F2_1-Vienna_NR2F2_4,NR2F2,-1.6342826061535287
31930,Vienna_NR2F2_2-Vienna_NR2F2_5,NR2F2,-0.031963862970827116
31931,Vienna_NR2F6_1-Vienna_NR2F6_4,NR2F6,-1.0166860201543606
31932,Vienna_NR2F6_2-Vienna_NR2F6_5,NR2F6,-0.9833342826553598
31933,Vienna_NR2F6_3-Vienna_NR2F6_6,NR2F6,-1.5734341927652382
31934,Vienna_NR3C1_1-Vienna_NR3C1_4,NR3C1,-1.3204572610282135
31935,Vienna_NR3C1_2-Vienna_NR3C1_5,NR3C1,0.08107311514244606
31936,Vienna_NR3C1_3-Vienna_NR3C1_6,NR3C1,-0.16786538338249382
31937,Vienna_NR3C2_1-Vienna_NR3C2_4,NR3C2,-0.5378168317071699
31938,Vienna_NR3C2_2-Vienna_NR3C2_5,NR3C2,-0.6016124757471242
31939,Vienna_NR3C2_3-Vienna_NR3C2_6,NR3C2,-0.3971332057611825
31940,Vienna_NR4A1_1-Vienna_NR4A1_4,NR4A1,-2.368369309192294
31941,Vienna_NR4A1_2-Vienna_NR4A1_5,NR4A1,-0.7654745670996486
31942,Vienna_NR4A1_3-Vienna_NR4A1_6,NR4A1,-0.649878426969513
31943,Vienna_NR4A2_1-Vienna_NR4A2_4,NR4A2,-8.052809565013225
31944,Vienna_NR4A2_2-Vienna_NR4A2_5,NR4A2,-1.7030425848456938
31945,Vienna_NR4A2_3-Vienna_NR4A2_6,NR4A2,-1.8286735638662097
31946,Vienna_NR4A3_1-Vienna_NR4A3_4,NR4A3,0.14037747497090095
31947,Vienna_NR4A3_2-Vienna_NR4A3_5,NR4A3,-2.481237163517048
31948,Vienna_NR4A3_3-Vienna_NR4A3_6,NR4A3,-0.8951942869240819
31949,Vienna_NR5A1_1-Vienna_NR5A1_4,NR5A1,-4.0355693331602165
31950,Vienna_NR5A1_2-Vienna_NR5A1_5,NR5A1,-3.2136809108635367
31951,Vienna_NR5A1_3-Vienna_NR5A1_6,NR5A1,-3.5986779827715005
31952,Vienna_NR5A2_1-Vienna_NR5A2_4,NR5A2,-1.538646921758662
31953,Vienna_NR5A2_2-Vienna_NR5A2_5,NR5A2,-1.1318413531975446
31954,Vienna_NR5A2_3-Vienna_NR5A2_6,NR5A2,-2.212451459186765
31955,Vienna_NR6A1_1-Vienna_NR6A1_4,NR6A1,-2.8093192561277003
31956,Vienna_NR6A1_2-Vienna_NR6A1_5,NR6A1,-2.6048140776525077
31957,Vienna_NRAP_1-Vienna_NRAP_4,NRAP,-1.249700814572606
31958,Vienna_NRAP_2-Vienna_NRAP_5,NRAP,-1.7077602554605935
31959,Vienna_NRAP_3-Vienna_NRAP_6,NRAP,0.027848934223621558
31960,Vienna_NRARP_1-Vienna_NRARP_4,NRARP,-1.2090894248938564
31961,Vienna_NRARP_2-Vienna_NRARP_5,NRARP,-1.026162814308958
31962,Vienna_NRARP_3-Vienna_NRARP_6,NRARP,-1.1455701260293627
31963,Vienna_NRAS_1-Vienna_NRAS_4,NRAS,-0.6020767924377561
31964,Vienna_NRAS_2-Vienna_NRAS_5,NRAS,-2.1624447369788617
31965,Vienna_NRAS_3-Vienna_NRAS_6,NRAS,-2.205118844458061
31966,Vienna_NRBF2_1-Vienna_NRBF2_4,NRBF2,-2.8038361402172356
31967,Vienna_NRBF2_2-Vienna_NRBF2_5,NRBF2,-3.701486466138718
31968,Vienna_NRBF2_3-Vienna_NRBF2_6,NRBF2,-2.4601116713344537
31969,Vienna_NRBP1_1-Vienna_NRBP1_4,NRBP1,-7.806584920576679
31970,Vienna_NRBP1_2-Vienna_NRBP1_5,NRBP1,-9.360592412897699
31971,Vienna_NRBP1_3-Vienna_NRBP1_6,NRBP1,-7.19355708392107
31972,Vienna_NRBP2_1-Vienna_NRBP2_4,NRBP2,-1.3801540383314483
31973,Vienna_NRBP2_2-Vienna_NRBP2_5,NRBP2,-0.672065223144513
31974,Vienna_NRBP2_3-Vienna_NRBP2_6,NRBP2,-0.484841953265112
31975,Vienna_NRCAM_1-Vienna_NRCAM_4,NRCAM,-6.591008740340781
31976,Vienna_NRCAM_2-Vienna_NRCAM_5,NRCAM,-0.5280109190867751
31977,Vienna_NRDC_1-Vienna_NRDC_4,NRDC,-7.091880400594439
31978,Vienna_NRDC_2-Vienna_NRDC_5,NRDC,-7.2855233766073635
31979,Vienna_NRDC_3-Vienna_NRDC_6,NRDC,-6.422832087994273
31980,Vienna_NRDE2_1-Vienna_NRDE2_4,NRDE2,-4.074438997400385
31981,Vienna_NRDE2_2-Vienna_NRDE2_5,NRDE2,-8.588175693166171
31982,Vienna_NRDE2_3-Vienna_NRDE2_6,NRDE2,-6.985999997188421
31983,Vienna_NREP_1-Vienna_NREP_4,NREP,-5.464940637157641
31984,Vienna_NREP_2-Vienna_NREP_5,NREP,-3.9607852187842907
31985,Vienna_NREP_3-Vienna_NREP_6,NREP,-1.235382604993238
31986,Vienna_NRF1_1-Vienna_NRF1_4,NRF1,-7.289250451321729
31987,Vienna_NRF1_2-Vienna_NRF1_5,NRF1,-7.870576517393643
31988,Vienna_NRF1_3-Vienna_NRF1_6,NRF1,-6.51773035758539
31989,Vienna_NRG1_1-Vienna_NRG1_4,NRG1,-0.5361411453159359
31990,Vienna_NRG1_2-Vienna_NRG1_5,NRG1,-1.927845091121717
31991,Vienna_NRG1_3-Vienna_NRG1_6,NRG1,0.4295588224664795
31992,Vienna_NRG2_1-Vienna_NRG2_4,NRG2,-3.4931949128000643
31993,Vienna_NRG2_2-Vienna_NRG2_5,NRG2,-2.4185834303023808
31994,Vienna_NRG2_3-Vienna_NRG2_6,NRG2,-0.31663682228220774
31995,Vienna_NRG3_1-Vienna_NRG3_4,NRG3,0.013794228368678867
31996,Vienna_NRG3_2-Vienna_NRG3_5,NRG3,-1.0145596038296971
31997,Vienna_NRG3_3-Vienna_NRG3_6,NRG3,-0.8491669582036551
31998,Vienna_NRG4_1-Vienna_NRG4_4,NRG4,-2.937767020757969
31999,Vienna_NRG4_2-Vienna_NRG4_5,NRG4,-0.8161270224008252
32000,Vienna_NRG4_3-Vienna_NRG4_6,NRG4,-1.1755555208640318
32001,Vienna_NRGN_1-Vienna_NRGN_4,NRGN,-1.1518130917662857
32002,Vienna_NRGN_2-Vienna_NRGN_5,NRGN,-1.9210424915842361
32003,Vienna_NRGN_3-Vienna_NRGN_6,NRGN,0.23121926838802762
32004,Vienna_NRIP1_1-Vienna_NRIP1_4,NRIP1,-2.2667894252061593
32005,Vienna_NRIP1_2-Vienna_NRIP1_5,NRIP1,-3.9566621485137343
32006,Vienna_NRIP1_3-Vienna_NRIP1_6,NRIP1,-3.0654657939924057
32007,Vienna_NRIP2_1-Vienna_NRIP2_4,NRIP2,-0.9373901756287728
32008,Vienna_NRIP2_2-Vienna_NRIP2_5,NRIP2,-1.7732614525218104
32009,Vienna_NRIP2_3-Vienna_NRIP2_6,NRIP2,-1.9706602532305066
32010,Vienna_NRIP3_1-Vienna_NRIP3_4,NRIP3,-3.2993535820215465
32011,Vienna_NRIP3_2-Vienna_NRIP3_5,NRIP3,-1.5042574687469779
32012,Vienna_NRIP3_3-Vienna_NRIP3_6,NRIP3,-1.292407284818943
32013,Vienna_NRK_1-Vienna_NRK_4,NRK,0.10852303043818577
32014,Vienna_NRK_2-Vienna_NRK_5,NRK,-2.1998812268050862
32015,Vienna_NRK_3-Vienna_NRK_6,NRK,-0.5184290610502347
32016,Vienna_NRL_1-Vienna_NRL_4,NRL,-1.327166844216827
32017,Vienna_NRL_2-Vienna_NRL_5,NRL,-1.3121300094890025
32018,Vienna_NRL_3-Vienna_NRL_6,NRL,-0.7596534913190958
32019,Vienna_NRM_1-Vienna_NRM_4,NRM,-4.205907184819697
32020,Vienna_NRM_2-Vienna_NRM_5,NRM,-1.1529816871739602
32021,Vienna_NRM_3-Vienna_NRM_6,NRM,0.08310460785425766
32022,Vienna_NRN1_1-Vienna_NRN1_4,NRN1,0.22198863755477957
32023,Vienna_NRN1_2-Vienna_NRN1_5,NRN1,-1.401102243160213
32024,Vienna_NRN1_3-Vienna_NRN1_6,NRN1,-0.6473801804067163
32025,Vienna_NRN1L_1-Vienna_NRN1L_4,NRN1L,-0.9814819590501134
32026,Vienna_NRN1L_2-Vienna_NRN1L_5,NRN1L,-3.797081025654352
32027,Vienna_NRN1L_3-Vienna_NRN1L_6,NRN1L,-6.602476769160328
32028,Vienna_NRP1_1-Vienna_NRP1_4,NRP1,-2.0743204525468366
32029,Vienna_NRP1_2-Vienna_NRP1_5,NRP1,-0.29597518768377556
32030,Vienna_NRP1_3-Vienna_NRP1_6,NRP1,-1.8106550100972287
32031,Vienna_NRP2_1-Vienna_NRP2_4,NRP2,-3.547244411265889
32032,Vienna_NRP2_2-Vienna_NRP2_5,NRP2,-2.193476464138934
32033,Vienna_NRP2_3-Vienna_NRP2_6,NRP2,-0.15328245663935527
32034,Vienna_NRROS_1-Vienna_NRROS_4,NRROS,-1.1347371695243749
32035,Vienna_NRROS_2-Vienna_NRROS_5,NRROS,-0.586751808750913
32036,Vienna_NRROS_3-Vienna_NRROS_6,NRROS,-1.0250086783665338
32037,Vienna_NRSN1_3-Vienna_NRSN1_6,NRSN1,-0.16455377128035223
32038,Vienna_NRSN2_1-Vienna_NRSN2_4,NRSN2,-2.0754619826055896
32039,Vienna_NRSN2_2-Vienna_NRSN2_5,NRSN2,-2.951192358307009
32040,Vienna_NRSN2_3-Vienna_NRSN2_6,NRSN2,-1.5698049312978113
32041,Vienna_NRTN_1-Vienna_NRTN_4,NRTN,-2.2570860321512276
32042,Vienna_NRTN_2-Vienna_NRTN_5,NRTN,-1.2240637491971575
32043,Vienna_NRXN1_1-Vienna_NRXN1_4,NRXN1,-7.555983518483707
32044,Vienna_NRXN1_2-Vienna_NRXN1_5,NRXN1,-0.9749099129651894
32045,Vienna_NRXN2_1-Vienna_NRXN2_4,NRXN2,-0.4351655496226255
32046,Vienna_NRXN2_2-Vienna_NRXN2_5,NRXN2,-2.889414880308041
32047,Vienna_NRXN2_3-Vienna_NRXN2_6,NRXN2,-2.6717421711734617
32048,Vienna_NRXN3_1-Vienna_NRXN3_4,NRXN3,-2.1102946482947185
32049,Vienna_NRXN3_2-Vienna_NRXN3_5,NRXN3,-3.2388357220901978
32050,Vienna_NRXN3_3-Vienna_NRXN3_6,NRXN3,-0.8220014704405211
32051,Vienna_NSA2_1-Vienna_NSA2_4,NSA2,-5.881426558927902
32052,Vienna_NSA2_2-Vienna_NSA2_5,NSA2,-5.310322853166981
32053,Vienna_NSA2_3-Vienna_NSA2_6,NSA2,-7.355529848779961
32054,Vienna_NSD1_1-Vienna_NSD1_4,NSD1,-4.765091842271403
32055,Vienna_NSD1_2-Vienna_NSD1_5,NSD1,-3.656310918638367
32056,Vienna_NSD1_3-Vienna_NSD1_6,NSD1,-2.8773664959676664
32057,Vienna_NSDHL_1-Vienna_NSDHL_4,NSDHL,-1.0948246306753595
32058,Vienna_NSDHL_2-Vienna_NSDHL_5,NSDHL,0.04243942410237273
32059,Vienna_NSDHL_3-Vienna_NSDHL_6,NSDHL,-1.0299183058847323
32060,Vienna_NSF_1-Vienna_NSF_4,NSF,-8.726956852926131
32061,Vienna_NSF_2-Vienna_NSF_5,NSF,-6.814651480168209
32062,Vienna_NSF_3-Vienna_NSF_6,NSF,-7.695942854670669
32063,Vienna_NSFL1C_1-Vienna_NSFL1C_4,NSFL1C,-4.72920237679682
32064,Vienna_NSFL1C_2-Vienna_NSFL1C_5,NSFL1C,-5.457653457073327
32065,Vienna_NSFL1C_3-Vienna_NSFL1C_6,NSFL1C,-5.620594054349079
32066,Vienna_NSG1_1-Vienna_NSG1_4,NSG1,0.9406225148099886
32067,Vienna_NSG1_2-Vienna_NSG1_5,NSG1,-0.5925999050997002
32068,Vienna_NSG1_3-Vienna_NSG1_6,NSG1,-0.4491243985001543
32069,Vienna_NSL1_1-Vienna_NSL1_4,NSL1,-8.652440121742066
32070,Vienna_NSL1_2-Vienna_NSL1_5,NSL1,-7.53081828008863
32071,Vienna_NSL1_3-Vienna_NSL1_6,NSL1,-9.2382349884281
32072,Vienna_NSMAF_1-Vienna_NSMAF_4,NSMAF,-5.306978061422432
32073,Vienna_NSMAF_2-Vienna_NSMAF_5,NSMAF,-2.8663282357906663
32074,Vienna_NSMAF_3-Vienna_NSMAF_6,NSMAF,-4.219849409805665
32075,Vienna_NSMCE1_1-Vienna_NSMCE1_4,NSMCE1,-8.293554047412265
32076,Vienna_NSMCE1_2-Vienna_NSMCE1_5,NSMCE1,-9.065856569582598
32077,Vienna_NSMCE1_3-Vienna_NSMCE1_6,NSMCE1,-8.896795929214726
32078,Vienna_NSMCE2_1-Vienna_NSMCE2_4,NSMCE2,-6.662092640719861
32079,Vienna_NSMCE2_2-Vienna_NSMCE2_5,NSMCE2,-8.528123145655336
32080,Vienna_NSMCE2_3-Vienna_NSMCE2_6,NSMCE2,-8.2758776901069
32081,Vienna_NSMCE3_1-Vienna_NSMCE3_4,NSMCE3,-8.910415592889345
32082,Vienna_NSMCE3_2-Vienna_NSMCE3_5,NSMCE3,-8.813394993746565
32083,Vienna_NSMCE3_3-Vienna_NSMCE3_6,NSMCE3,-3.904178652861377
32084,Vienna_NSMCE4A_1-Vienna_NSMCE4A_4,NSMCE4A,-7.912298889005035
32085,Vienna_NSMCE4A_2-Vienna_NSMCE4A_5,NSMCE4A,-8.591095349563268
32086,Vienna_NSMCE4A_3-Vienna_NSMCE4A_6,NSMCE4A,-7.673181869337058
32087,Vienna_NSMF_2-Vienna_NSMF_5,NSMF,-0.8771060809718441
32088,Vienna_NSMF_3-Vienna_NSMF_6,NSMF,-1.150207848207752
32089,Vienna_NSRP1_1-Vienna_NSRP1_4,NSRP1,-7.370651890256233
32090,Vienna_NSRP1_2-Vienna_NSRP1_5,NSRP1,-7.248575945858049
32091,Vienna_NSRP1_3-Vienna_NSRP1_6,NSRP1,-2.815108368626682
32092,Vienna_NSUN2_1-Vienna_NSUN2_4,NSUN2,-2.398540617919226
32093,Vienna_NSUN2_2-Vienna_NSUN2_5,NSUN2,-0.1568976585306699
32094,Vienna_NSUN2_3-Vienna_NSUN2_6,NSUN2,-1.8767151076802535
32095,Vienna_NSUN3_1-Vienna_NSUN3_4,NSUN3,-3.6645796585334134
32096,Vienna_NSUN3_2-Vienna_NSUN3_5,NSUN3,-4.100139794765395
32097,Vienna_NSUN3_3-Vienna_NSUN3_6,NSUN3,-2.314475502027522
32098,Vienna_NSUN4_1-Vienna_NSUN4_4,NSUN4,-9.748414624851925
32099,Vienna_NSUN4_2-Vienna_NSUN4_5,NSUN4,-8.75612068791943
32100,Vienna_NSUN4_3-Vienna_NSUN4_6,NSUN4,-7.953300595624902
32101,Vienna_NSUN5_1-Vienna_NSUN5_4,NSUN5,-4.844865660723525
32102,Vienna_NSUN5_2-Vienna_NSUN5_5,NSUN5,-4.722434121971861
32103,Vienna_NSUN5_3-Vienna_NSUN5_6,NSUN5,-1.0304987432109598
32104,Vienna_NSUN6_1-Vienna_NSUN6_4,NSUN6,-2.1049871035516925
32105,Vienna_NSUN6_2-Vienna_NSUN6_5,NSUN6,-0.8922852419661516
32106,Vienna_NSUN6_3-Vienna_NSUN6_6,NSUN6,-5.646846079505542
32107,Vienna_NSUN7_1-Vienna_NSUN7_4,NSUN7,-0.8721218986962216
32108,Vienna_NSUN7_2-Vienna_NSUN7_5,NSUN7,-2.003588284430733
32109,Vienna_NSUN7_3-Vienna_NSUN7_6,NSUN7,-2.6192816694394616
32110,Vienna_NT5C_1-Vienna_NT5C_4,NT5C,-1.39504915674331
32111,Vienna_NT5C_2-Vienna_NT5C_5,NT5C,-4.8963012769901875
32112,Vienna_NT5C_3-Vienna_NT5C_6,NT5C,-2.3560887077875825
32113,Vienna_NT5C1A_1-Vienna_NT5C1A_4,NT5C1A,-0.2828265340499871
32114,Vienna_NT5C1A_2-Vienna_NT5C1A_5,NT5C1A,-1.0124520202510152
32115,Vienna_NT5C1A_3-Vienna_NT5C1A_6,NT5C1A,-1.6439830180742052
32116,Vienna_NT5C1B_1-Vienna_NT5C1B_4,NT5C1B,-3.082989935463879
32117,Vienna_NT5C1B_2-Vienna_NT5C1B_5,NT5C1B,0.058530675016721934
32118,Vienna_NT5C1B_3-Vienna_NT5C1B_6,NT5C1B,-0.6312998147757949
32119,Vienna_NT5C1B-RDH14_1-Vienna_NT5C1B-RDH14_4,NT5C1B-RDH14,-0.7858344975147903
32120,Vienna_NT5C1B-RDH14_2-Vienna_NT5C1B-RDH14_5,NT5C1B-RDH14,-2.524915170434016
32121,Vienna_NT5C1B-RDH14_3-Vienna_NT5C1B-RDH14_6,NT5C1B-RDH14,-0.5246427701223102
32122,Vienna_NT5C2_1-Vienna_NT5C2_4,NT5C2,-0.33721493897950655
32123,Vienna_NT5C2_2-Vienna_NT5C2_5,NT5C2,-0.8167428057883376
32124,Vienna_NT5C2_3-Vienna_NT5C2_6,NT5C2,-2.0102795467995866
32125,Vienna_NT5C3A_1-Vienna_NT5C3A_4,NT5C3A,-3.176292087943743
32126,Vienna_NT5C3A_2-Vienna_NT5C3A_5,NT5C3A,-3.6589205878503726
32127,Vienna_NT5C3A_3-Vienna_NT5C3A_6,NT5C3A,-0.5108670621502333
32128,Vienna_NT5C3B_1-Vienna_NT5C3B_4,NT5C3B,-1.4234193349557307
32129,Vienna_NT5C3B_2-Vienna_NT5C3B_5,NT5C3B,-7.476891555659465
32130,Vienna_NT5C3B_3-Vienna_NT5C3B_6,NT5C3B,-2.520250593674089
32131,Vienna_NT5DC1_1-Vienna_NT5DC1_4,NT5DC1,-3.6839559468027367
32132,Vienna_NT5DC1_2-Vienna_NT5DC1_5,NT5DC1,-0.9565977650997924
32133,Vienna_NT5DC1_3-Vienna_NT5DC1_6,NT5DC1,-0.2924485365308402
32134,Vienna_NT5DC2_1-Vienna_NT5DC2_4,NT5DC2,0.6242863519810017
32135,Vienna_NT5DC2_2-Vienna_NT5DC2_5,NT5DC2,-0.42129670107339645
32136,Vienna_NT5DC2_3-Vienna_NT5DC2_6,NT5DC2,-1.5174735013427612
32137,Vienna_NT5DC3_1-Vienna_NT5DC3_4,NT5DC3,-3.0074517803664387
32138,Vienna_NT5DC3_2-Vienna_NT5DC3_5,NT5DC3,-0.9980603853686592
32139,Vienna_NT5DC3_3-Vienna_NT5DC3_6,NT5DC3,-2.158727012071143
32140,Vienna_NT5E_1-Vienna_NT5E_4,NT5E,-3.125871763914167
32141,Vienna_NT5E_2-Vienna_NT5E_5,NT5E,-0.04139157678102514
32142,Vienna_NT5E_3-Vienna_NT5E_6,NT5E,-0.4828950003210722
32143,Vienna_NT5M_1-Vienna_NT5M_4,NT5M,-1.709498814730092
32144,Vienna_NT5M_2-Vienna_NT5M_5,NT5M,-1.4187256422455923
32145,Vienna_NT5M_3-Vienna_NT5M_6,NT5M,-1.237130390709438
32146,Vienna_NTAN1_1-Vienna_NTAN1_4,NTAN1,-1.3623755916000913
32147,Vienna_NTAN1_2-Vienna_NTAN1_5,NTAN1,-0.629215118956508
32148,Vienna_NTAN1_3-Vienna_NTAN1_6,NTAN1,-0.7888511246187063
32149,Vienna_NTF3_1-Vienna_NTF3_4,NTF3,1.62733183730686
32150,Vienna_NTF3_2-Vienna_NTF3_5,NTF3,-0.12691103714858756
32151,Vienna_NTF3_3-Vienna_NTF3_6,NTF3,-1.5565735089357797
32152,Vienna_NTF4_1-Vienna_NTF4_4,NTF4,-0.15975478305555318
32153,Vienna_NTF4_2-Vienna_NTF4_5,NTF4,-7.41606327986471
32154,Vienna_NTF4_3-Vienna_NTF4_6,NTF4,-4.635046074527563
32155,Vienna_NTHL1_1-Vienna_NTHL1_4,NTHL1,-0.5225009668539549
32156,Vienna_NTHL1_2-Vienna_NTHL1_5,NTHL1,-3.064218806115819
32157,Vienna_NTHL1_3-Vienna_NTHL1_6,NTHL1,-2.2224229053706566
32158,Vienna_NTM_1-Vienna_NTM_4,NTM,0.2465765750170587
32159,Vienna_NTM_2-Vienna_NTM_5,NTM,-1.2246733195713835
32160,Vienna_NTM_3-Vienna_NTM_6,NTM,0.2831950022108832
32161,Vienna_NTMT1_1-Vienna_NTMT1_4,NTMT1,-0.4086263962820188
32162,Vienna_NTMT1_2-Vienna_NTMT1_5,NTMT1,-2.720040474918984
32163,Vienna_NTMT1_3-Vienna_NTMT1_6,NTMT1,-2.023102717422402
32164,Vienna_NTN1_1-Vienna_NTN1_4,NTN1,-1.3955176019572904
32165,Vienna_NTN1_2-Vienna_NTN1_5,NTN1,-1.5562195525091056
32166,Vienna_NTN1_3-Vienna_NTN1_6,NTN1,-4.226669459965466
32167,Vienna_NTN3_1-Vienna_NTN3_4,NTN3,-1.0722898099055727
32168,Vienna_NTN3_2-Vienna_NTN3_5,NTN3,-1.37699460897868
32169,Vienna_NTN3_3-Vienna_NTN3_6,NTN3,-0.8888086489966496
32170,Vienna_NTN4_1-Vienna_NTN4_4,NTN4,-0.4829577447542903
32171,Vienna_NTN4_2-Vienna_NTN4_5,NTN4,-2.3755225954109043
32172,Vienna_NTN4_3-Vienna_NTN4_6,NTN4,-2.0953272329065915
32173,Vienna_NTN5_1-Vienna_NTN5_4,NTN5,-4.196025100876369
32174,Vienna_NTN5_2-Vienna_NTN5_5,NTN5,-1.9138114400590978
32175,Vienna_NTN5_3-Vienna_NTN5_6,NTN5,-0.7597876121807821
32176,Vienna_NTNG1_1-Vienna_NTNG1_4,NTNG1,-1.8690712858867808
32177,Vienna_NTNG1_2-Vienna_NTNG1_5,NTNG1,-1.744976843573819
32178,Vienna_NTNG1_3-Vienna_NTNG1_6,NTNG1,-1.9855918773731844
32179,Vienna_NTNG2_1-Vienna_NTNG2_4,NTNG2,-1.1485966767408056
32180,Vienna_NTNG2_2-Vienna_NTNG2_5,NTNG2,-0.5617402107342165
32181,Vienna_NTNG2_3-Vienna_NTNG2_6,NTNG2,-4.32331670215012
32182,Vienna_NTPCR_1-Vienna_NTPCR_4,NTPCR,0.24897797079755565
32183,Vienna_NTPCR_2-Vienna_NTPCR_5,NTPCR,-0.08098130848259462
32184,Vienna_NTPCR_3-Vienna_NTPCR_6,NTPCR,-0.51635598153009
32185,Vienna_NTRK1_1-Vienna_NTRK1_4,NTRK1,-1.4771445350733847
32186,Vienna_NTRK1_2-Vienna_NTRK1_5,NTRK1,-0.5837515748593016
32187,Vienna_NTRK1_3-Vienna_NTRK1_6,NTRK1,-2.1295435524761723
32188,Vienna_NTRK2_1-Vienna_NTRK2_4,NTRK2,-9.353575440756622
32189,Vienna_NTRK2_2-Vienna_NTRK2_5,NTRK2,-2.9133171569501286
32190,Vienna_NTRK2_3-Vienna_NTRK2_6,NTRK2,-1.5814095640377726
32191,Vienna_NTRK3_1-Vienna_NTRK3_4,NTRK3,-1.1212847628041154
