sgRNA	gene	vienna_v1_single_top3	TECHDEV0012_Vienna_01_01_17	TECHDEV0012_Vienna_01_01_16
Vienna-NDUFV2-3	NDUFV2	57	3	3
Vienna-NDUFV3-1	NDUFV3	59	528	684
Vienna-NDUFV3-2	NDUFV3	130	1011	1225
Vienna-NDUFV3-3	NDUFV3	14	74	76
Vienna-NEB-1	NEB	118	456	711
Vienna-NEB-2	NEB	64	178	185
Vienna-NEB-3	NEB	127	1833	1261
Vienna-NEBL-1	NEBL	68	0	0
Vienna-NEBL-2	NEBL	83	112	285
Vienna-NEBL-3	NEBL	74	636	679
Vienna-NECAB1-1	NECAB1	71	427	167
Vienna-NECAB1-2	NECAB1	46	483	562
Vienna-NECAB1-3	NECAB1	51	643	305
Vienna-NECAB2-1	NECAB2	48	516	171
Vienna-NECAB2-2	NECAB2	99	895	662
Vienna-NECAB2-3	NECAB2	205	1531	1436
Vienna-NECAB3-1	NECAB3	71	318	281
Vienna-NECAB3-2	NECAB3	82	201	71
Vienna-NECAB3-3	NECAB3	72	259	208
Vienna-NECAP1-1	NECAP1	54	279	206
Vienna-NECAP1-2	NECAP1	59	251	135
Vienna-NECAP1-3	NECAP1	41	493	596
Vienna-NECAP2-1	NECAP2	54	371	242
Vienna-NECAP2-2	NECAP2	71	416	339
Vienna-NECAP2-3	NECAP2	87	1215	1228
Vienna-NEDD1-1	NEDD1	93	0	0
Vienna-NEDD1-2	NEDD1	118	95	154
Vienna-NEDD1-3	NEDD1	62	15	0
Vienna-NEDD4-1	NEDD4	78	24	54
Vienna-NEDD4-2	NEDD4	40	51	73
Vienna-NEDD4-3	NEDD4	86	33	80
Vienna-NEDD4L-1	NEDD4L	72	756	412
Vienna-NEDD4L-2	NEDD4L	51	1047	958
Vienna-NEDD4L-3	NEDD4L	115	1359	982
Vienna-NEDD8-1	NEDD8	84	132	293
Vienna-NEDD8-2	NEDD8	131	16	7
Vienna-NEDD8-3	NEDD8	68	65	43
Vienna-NEDD8-MDP1-1	NEDD8-MDP1	47	0	7
Vienna-NEDD8-MDP1-2	NEDD8-MDP1	75	302	174
Vienna-NEDD8-MDP1-3	NEDD8-MDP1	37	203	369
Vienna-NEDD9-1	NEDD9	140	945	1093
Vienna-NEDD9-2	NEDD9	72	780	655
Vienna-NEDD9-3	NEDD9	114	1382	1194
Vienna-NEFH-1	NEFH	62	63	66
Vienna-NEFH-2	NEFH	120	1178	501
Vienna-NEFH-3	NEFH	69	197	164
Vienna-NEFL-1	NEFL	74	280	212
Vienna-NEFL-2	NEFL	101	667	458
Vienna-NEFL-3	NEFL	96	540	522
Vienna-NEFM-1	NEFM	92	644	504
Vienna-NEFM-2	NEFM	51	197	59
Vienna-NEFM-3	NEFM	36	107	172
Vienna-NEGR1-1	NEGR1	53	384	199
Vienna-NEGR1-2	NEGR1	73	400	328
Vienna-NEGR1-3	NEGR1	204	1467	1265
Vienna-NEIL1-1	NEIL1	163	913	630
Vienna-NEIL1-2	NEIL1	40	224	220
Vienna-NEIL1-3	NEIL1	59	207	213
Vienna-NEIL2-1	NEIL2	75	957	911
Vienna-NEIL2-2	NEIL2	84	278	228
Vienna-NEIL2-3	NEIL2	162	2025	1301
Vienna-NEIL3-1	NEIL3	61	339	401
Vienna-NEIL3-2	NEIL3	101	1070	746
Vienna-NEIL3-3	NEIL3	45	553	712
Vienna-NEK1-1	NEK1	83	284	97
Vienna-NEK1-2	NEK1	59	85	79
Vienna-NEK1-3	NEK1	104	122	132
Vienna-NEK10-1	NEK10	98	1018	642
Vienna-NEK10-2	NEK10	87	691	589
Vienna-NEK10-3	NEK10	48	324	478
Vienna-NEK11-1	NEK11	80	407	300
Vienna-NEK11-2	NEK11	79	833	651
Vienna-NEK11-3	NEK11	87	771	497
Vienna-NEK2-1	NEK2	56	349	178
Vienna-NEK2-2	NEK2	150	79	164
Vienna-NEK2-3	NEK2	62	0	3
Vienna-NEK3-1	NEK3	60	619	217
Vienna-NEK3-2	NEK3	20	96	158
Vienna-NEK3-3	NEK3	69	584	455
Vienna-NEK4-1	NEK4	80	456	305
Vienna-NEK4-2	NEK4	58	302	430
Vienna-NEK4-3	NEK4	72	445	401
Vienna-NEK5-1	NEK5	100	821	862
Vienna-NEK5-2	NEK5	50	561	434
Vienna-NEK5-3	NEK5	73	652	379
Vienna-NEK6-1	NEK6	119	1352	999
Vienna-NEK6-2	NEK6	162	668	324
Vienna-NEK6-3	NEK6	85	703	587
Vienna-NEK7-1	NEK7	104	493	298
Vienna-NEK7-2	NEK7	77	367	377
Vienna-NEK7-3	NEK7	80	239	275
Vienna-NEK8-1	NEK8	96	447	569
Vienna-NEK8-2	NEK8	57	88	68
Vienna-NEK8-3	NEK8	69	648	515
Vienna-NEK9-1	NEK9	55	231	207
Vienna-NEK9-2	NEK9	161	472	429
Vienna-NEK9-3	NEK9	77	404	337
Vienna-NELFA-1	NELFA	151	823	649
Vienna-NELFA-2	NELFA	82	361	193
Vienna-NELFA-3	NELFA	151	246	129
Vienna-NELFB-1	NELFB	137	262	139
Vienna-NELFB-2	NELFB	57	0	13
Vienna-NELFB-3	NELFB	94	19	27
Vienna-NELFCD-1	NELFCD	83	4	10
Vienna-NELFCD-2	NELFCD	99	106	40
Vienna-NELFCD-3	NELFCD	64	293	148
Vienna-NELFE-1	NELFE	117	584	656
Vienna-NELFE-2	NELFE	86	765	705
Vienna-NELFE-3	NELFE	68	17	0
Vienna-NELL1-1	NELL1	123	882	566
Vienna-NELL1-2	NELL1	42	507	350
Vienna-NELL1-3	NELL1	72	824	674
Vienna-NELL2-1	NELL2	37	270	131
Vienna-NELL2-2	NELL2	75	826	673
Vienna-NELL2-3	NELL2	131	905	779
Vienna-NEMF-1	NEMF	99	202	113
Vienna-NEMF-2	NEMF	87	297	90
Vienna-NEMF-3	NEMF	36	105	125
Vienna-NEMP1-1	NEMP1	58	405	671
Vienna-NEMP1-2	NEMP1	58	584	251
Vienna-NEMP1-3	NEMP1	58	284	217
Vienna-NEMP2-1	NEMP2	38	238	118
Vienna-NEMP2-2	NEMP2	96	148	229
Vienna-NEMP2-3	NEMP2	94	662	518
Vienna-NENF-1	NENF	80	827	853
Vienna-NENF-2	NENF	153	576	434
Vienna-NENF-3	NENF	87	299	174
Vienna-NEO1-1	NEO1	82	368	408
Vienna-NEO1-2	NEO1	85	429	86
Vienna-NEO1-3	NEO1	78	282	401
Vienna-NES-1	NES	111	905	500
Vienna-NES-2	NES	76	152	174
Vienna-NES-3	NES	67	616	628
Vienna-NET1-1	NET1	67	221	101
Vienna-NET1-2	NET1	18	132	122
Vienna-NET1-3	NET1	69	666	607
Vienna-NETO1-1	NETO1	58	378	254
Vienna-NETO1-2	NETO1	62	510	501
Vienna-NETO1-3	NETO1	95	591	417
Vienna-NETO2-1	NETO2	195	880	631
Vienna-NETO2-2	NETO2	58	164	127
Vienna-NETO2-3	NETO2	74	513	46
Vienna-NEU1-1	NEU1	139	1951	1475
Vienna-NEU1-2	NEU1	81	706	814
Vienna-NEU1-3	NEU1	83	937	450
Vienna-NEU2-1	NEU2	43	104	135
Vienna-NEU2-2	NEU2	93	525	528
Vienna-NEU2-3	NEU2	113	505	587
Vienna-NEU3-1	NEU3	108	1232	898
Vienna-NEU3-2	NEU3	127	764	545
Vienna-NEU3-3	NEU3	66	664	452
Vienna-NEU4-1	NEU4	116	879	513
Vienna-NEU4-2	NEU4	96	507	464
Vienna-NEU4-3	NEU4	86	537	570
Vienna-NEURL1-1	NEURL1	72	243	587
Vienna-NEURL1-2	NEURL1	85	60	181
Vienna-NEURL1-3	NEURL1	109	46	30
Vienna-NEURL1B-1	NEURL1B	81	320	255
Vienna-NEURL1B-2	NEURL1B	89	620	788
Vienna-NEURL1B-3	NEURL1B	122	175	78
Vienna-NEURL2-1	NEURL2	93	653	711
Vienna-NEURL2-2	NEURL2	141	903	807
Vienna-NEURL2-3	NEURL2	126	935	1031
Vienna-NEURL3-1	NEURL3	47	388	236
Vienna-NEURL3-2	NEURL3	81	364	395
Vienna-NEURL3-3	NEURL3	104	445	561
Vienna-NEURL4-1	NEURL4	73	316	238
Vienna-NEURL4-2	NEURL4	69	417	115
Vienna-NEURL4-3	NEURL4	98	171	84
Vienna-NEUROD1-1	NEUROD1	251	630	595
Vienna-NEUROD1-2	NEUROD1	184	1172	728
Vienna-NEUROD1-3	NEUROD1	61	574	289
Vienna-NEUROD2-1	NEUROD2	69	230	94
Vienna-NEUROD2-2	NEUROD2	139	224	344
Vienna-NEUROD2-3	NEUROD2	181	633	1187
Vienna-NEUROD4-1	NEUROD4	162	1715	1782
Vienna-NEUROD4-2	NEUROD4	69	329	399
Vienna-NEUROD4-3	NEUROD4	111	634	639
Vienna-NEUROD6-1	NEUROD6	74	259	372
Vienna-NEUROD6-2	NEUROD6	70	341	318
Vienna-NEUROD6-3	NEUROD6	97	440	514
Vienna-NEUROG1-1	NEUROG1	52	132	201
Vienna-NEUROG1-2	NEUROG1	93	998	575
Vienna-NEUROG1-3	NEUROG1	195	1263	1588
Vienna-NEUROG2-1	NEUROG2	65	180	264
Vienna-NEUROG2-2	NEUROG2	87	776	651
Vienna-NEUROG2-3	NEUROG2	86	1160	932
Vienna-NEUROG3-1	NEUROG3	394	2130	1553
Vienna-NEUROG3-2	NEUROG3	152	1052	811
Vienna-NEUROG3-3	NEUROG3	131	1872	1572
Vienna-NEXN-1	NEXN	82	309	127
Vienna-NEXN-2	NEXN	52	200	232
Vienna-NEXN-3	NEXN	73	422	399
Vienna-NF1-1	NF1	71	417	344
Vienna-NF1-2	NF1	47	124	122
Vienna-NF1-3	NF1	89	868	1058
Vienna-NF2-1	NF2	86	86	125
Vienna-NF2-2	NF2	57	43	71
Vienna-NF2-3	NF2	32	130	22
Vienna-NFAM1-1	NFAM1	124	1506	1360
Vienna-NFAM1-2	NFAM1	109	1023	840
Vienna-NFAM1-3	NFAM1	89	176	113
Vienna-NFASC-1	NFASC	85	481	380
Vienna-NFASC-2	NFASC	102	377	451
Vienna-NFASC-3	NFASC	90	735	323
Vienna-NFAT5-1	NFAT5	71	349	222
Vienna-NFAT5-2	NFAT5	98	383	351
Vienna-NFAT5-3	NFAT5	71	178	155
Vienna-NFATC1-1	NFATC1	68	572	455
Vienna-NFATC1-2	NFATC1	100	215	200
Vienna-NFATC1-3	NFATC1	57	497	351
Vienna-NFATC2-1	NFATC2	91	1240	950
Vienna-NFATC2-2	NFATC2	150	1632	1497
Vienna-NFATC2-3	NFATC2	10	143	137
Vienna-NFATC2IP-1	NFATC2IP	31	57	26
Vienna-NFATC2IP-2	NFATC2IP	72	487	500
Vienna-NFATC2IP-3	NFATC2IP	50	130	72
Vienna-NFATC3-1	NFATC3	59	397	413
Vienna-NFATC3-2	NFATC3	105	685	400
Vienna-NFATC3-3	NFATC3	54	161	296
Vienna-NFATC4-1	NFATC4	67	191	197
Vienna-NFATC4-2	NFATC4	125	670	510
Vienna-NFATC4-3	NFATC4	62	160	311
Vienna-NFE2-1	NFE2	73	390	309
Vienna-NFE2-2	NFE2	168	284	336
Vienna-NFE2-3	NFE2	69	1	0
Vienna-NFE2L1-1	NFE2L1	98	131	135
Vienna-NFE2L1-2	NFE2L1	93	435	438
Vienna-NFE2L1-3	NFE2L1	88	438	310
Vienna-NFE2L2-1	NFE2L2	77	57	97
Vienna-NFE2L2-2	NFE2L2	91	431	222
Vienna-NFE2L2-3	NFE2L2	10	67	45
Vienna-NFE2L3-1	NFE2L3	33	44	46
Vienna-NFE2L3-2	NFE2L3	61	318	361
Vienna-NFE2L3-3	NFE2L3	101	292	341
Vienna-NFE4-1	NFE4	229	21	16
Vienna-NFE4-2	NFE4	62	511	377
Vienna-NFE4-3	NFE4	78	331	372
Vienna-NFIA-1	NFIA	90	449	539
Vienna-NFIA-2	NFIA	75	462	316
Vienna-NFIA-3	NFIA	81	8	0
Vienna-NFIB-1	NFIB	43	251	139
Vienna-NFIB-2	NFIB	67	592	323
Vienna-NFIB-3	NFIB	57	377	209
Vienna-NFIC-1	NFIC	32	278	160
Vienna-NFIC-2	NFIC	68	740	511
Vienna-NFIC-3	NFIC	80	1908	1218
Vienna-NFIL3-1	NFIL3	82	363	423
Vienna-NFIL3-2	NFIL3	108	837	937
Vienna-NFIL3-3	NFIL3	113	421	635
Vienna-NFIX-1	NFIX	67	0	0
Vienna-NFIX-2	NFIX	124	1564	1310
Vienna-NFIX-3	NFIX	232	1886	1837
Vienna-NFKB1-1	NFKB1	63	976	624
Vienna-NFKB1-2	NFKB1	89	597	788
Vienna-NFKB1-3	NFKB1	68	1230	649
Vienna-NFKB2-1	NFKB2	57	639	500
Vienna-NFKB2-2	NFKB2	44	346	347
Vienna-NFKB2-3	NFKB2	93	309	325
Vienna-NFKBIA-1	NFKBIA	67	583	317
Vienna-NFKBIA-2	NFKBIA	94	484	239
Vienna-NFKBIA-3	NFKBIA	53	456	278
Vienna-NFKBIB-1	NFKBIB	155	929	965
Vienna-NFKBIB-2	NFKBIB	138	756	753
Vienna-NFKBIB-3	NFKBIB	85	759	582
Vienna-NFKBID-1	NFKBID	70	833	410
Vienna-NFKBID-2	NFKBID	141	1255	1219
Vienna-NFKBID-3	NFKBID	97	694	419
Vienna-NFKBIE-1	NFKBIE	94	51	43
Vienna-NFKBIE-2	NFKBIE	86	259	693
Vienna-NFKBIE-3	NFKBIE	71	119	221
Vienna-NFKBIL1-1	NFKBIL1	72	309	429
Vienna-NFKBIL1-2	NFKBIL1	100	1428	529
Vienna-NFKBIL1-3	NFKBIL1	68	757	575
Vienna-NFKBIZ-1	NFKBIZ	60	228	206
Vienna-NFKBIZ-2	NFKBIZ	118	61	116
Vienna-NFKBIZ-3	NFKBIZ	54	207	256
Vienna-NFRKB-1	NFRKB	119	288	78
Vienna-NFRKB-2	NFRKB	63	281	165
Vienna-NFRKB-3	NFRKB	57	279	249
Vienna-NFS1-1	NFS1	87	0	2
Vienna-NFS1-2	NFS1	89	0	0
Vienna-NFS1-3	NFS1	174	142	29
Vienna-NFU1-1	NFU1	88	49	76
Vienna-NFU1-2	NFU1	67	7	29
Vienna-NFU1-3	NFU1	35	0	0
Vienna-NFX1-1	NFX1	92	347	398
Vienna-NFX1-2	NFX1	75	308	359
Vienna-NFX1-3	NFX1	85	619	721
Vienna-NFXL1-1	NFXL1	82	301	264
Vienna-NFXL1-2	NFXL1	66	417	328
Vienna-NFXL1-3	NFXL1	121	664	584
Vienna-NFYA-1	NFYA	43	0	18
Vienna-NFYA-2	NFYA	110	37	22
Vienna-NFYA-3	NFYA	60	206	172
Vienna-NFYB-1	NFYB	41	0	0
Vienna-NFYB-2	NFYB	50	0	0
Vienna-NFYB-3	NFYB	52	166	191
Vienna-NFYC-1	NFYC	66	26	1
Vienna-NFYC-2	NFYC	68	138	105
Vienna-NFYC-3	NFYC	85	312	385
Vienna-NGB-1	NGB	84	690	465
Vienna-NGB-2	NGB	104	367	379
Vienna-NGB-3	NGB	122	1560	1164
Vienna-NGDN-1	NGDN	72	115	48
Vienna-NGDN-2	NGDN	53	108	30
Vienna-NGDN-3	NGDN	128	0	0
Vienna-NGEF-1	NGEF	82	305	472
Vienna-NGEF-2	NGEF	148	1124	926
Vienna-NGEF-3	NGEF	50	100	46
Vienna-NGF-1	NGF	66	282	292
Vienna-NGF-2	NGF	35	173	131
Vienna-NGF-3	NGF	64	423	293
Vienna-NGFR-1	NGFR	102	606	474
Vienna-NGFR-2	NGFR	97	827	623
Vienna-NGFR-3	NGFR	82	107	79
Vienna-NGFRAP1-1	NGFRAP1	115	545	314
Vienna-NGFRAP1-2	NGFRAP1	81	188	364
Vienna-NGFRAP1-3	NGFRAP1	86	250	158
Vienna-NGLY1-1	NGLY1	108	502	570
Vienna-NGLY1-2	NGLY1	80	212	152
Vienna-NGLY1-3	NGLY1	7	43	65
Vienna-NGRN-1	NGRN	77	18	8
Vienna-NGRN-2	NGRN	171	315	139
Vienna-NGRN-3	NGRN	77	258	55
Vienna-NHEJ1-1	NHEJ1	133	238	280
Vienna-NHEJ1-2	NHEJ1	68	38	47
Vienna-NHEJ1-3	NHEJ1	70	210	172
Vienna-NHLH1-1	NHLH1	108	650	424
Vienna-NHLH1-2	NHLH1	145	1192	765
Vienna-NHLH1-3	NHLH1	79	243	270
Vienna-NHLH2-1	NHLH2	103	1128	780
Vienna-NHLH2-2	NHLH2	29	140	167
Vienna-NHLH2-3	NHLH2	154	522	433
Vienna-NHLRC1-1	NHLRC1	56	281	273
Vienna-NHLRC1-2	NHLRC1	105	675	887
Vienna-NHLRC1-3	NHLRC1	118	713	776
Vienna-NHLRC2-1	NHLRC2	67	1	0
Vienna-NHLRC2-2	NHLRC2	40	6	0
Vienna-NHLRC2-3	NHLRC2	31	90	75
Vienna-NHLRC3-1	NHLRC3	65	271	480
Vienna-NHLRC3-2	NHLRC3	77	596	338
Vienna-NHLRC3-3	NHLRC3	92	644	376
Vienna-NHLRC4-1	NHLRC4	87	804	678
Vienna-NHLRC4-2	NHLRC4	93	639	749
Vienna-NHLRC4-3	NHLRC4	12	83	104
Vienna-NHP2-1	NHP2	157	28	47
Vienna-NHP2-2	NHP2	52	0	0
Vienna-NHP2-3	NHP2	88	0	1
Vienna-NHS-1	NHS	86	232	423
Vienna-NHS-2	NHS	66	846	928
Vienna-NHS-3	NHS	73	494	325
Vienna-NHSL1-1	NHSL1	103	1491	1130
Vienna-NHSL1-2	NHSL1	140	635	775
Vienna-NHSL1-3	NHSL1	69	229	145
Vienna-NHSL2-1	NHSL2	11	0	5
Vienna-NHSL2-2	NHSL2	96	511	566
Vienna-NHSL2-3	NHSL2	102	560	841
Vienna-NICN1-1	NICN1	53	383	448
Vienna-NICN1-2	NICN1	73	415	262
Vienna-NICN1-3	NICN1	117	535	393
Vienna-NID1-1	NID1	130	540	317
Vienna-NID1-2	NID1	93	12	4
Vienna-NID1-3	NID1	100	174	381
Vienna-NID2-1	NID2	39	188	100
Vienna-NID2-2	NID2	78	475	643
Vienna-NID2-3	NID2	42	430	239
Vienna-NIF3L1-1	NIF3L1	109	486	547
Vienna-NIF3L1-2	NIF3L1	83	280	317
Vienna-NIF3L1-3	NIF3L1	120	924	510
Vienna-NIFK-1	NIFK	59	437	323
Vienna-NIFK-2	NIFK	79	98	32
Vienna-NIFK-3	NIFK	82	18	17
Vienna-NIM1K-1	NIM1K	63	303	466
Vienna-NIM1K-2	NIM1K	60	296	275
Vienna-NIM1K-3	NIM1K	64	455	231
Vienna-NIN-1	NIN	56	1045	672
Vienna-NIN-2	NIN	71	38	5
Vienna-NIN-3	NIN	70	416	515
Vienna-NINJ1-1	NINJ1	134	1064	802
Vienna-NINJ1-2	NINJ1	71	274	458
Vienna-NINJ1-3	NINJ1	124	534	477
Vienna-NINJ2-1	NINJ2	53	343	538
Vienna-NINJ2-2	NINJ2	81	820	1103
Vienna-NINJ2-3	NINJ2	130	862	1070
Vienna-NINL-1	NINL	79	857	773
Vienna-NINL-2	NINL	62	653	447
Vienna-NINL-3	NINL	88	1437	1072
Vienna-NIP7-1	NIP7	70	61	29
Vienna-NIP7-2	NIP7	171	385	183
Vienna-NIP7-3	NIP7	88	2	33
Vienna-NIPA1-1	NIPA1	80	504	208
Vienna-NIPA1-2	NIPA1	112	503	288
Vienna-NIPA1-3	NIPA1	65	370	289
Vienna-NIPA2-1	NIPA2	138	873	565
Vienna-NIPA2-2	NIPA2	61	152	208
Vienna-NIPA2-3	NIPA2	94	667	586
Vienna-NIPAL1-1	NIPAL1	61	512	684
Vienna-NIPAL1-2	NIPAL1	25	92	102
Vienna-NIPAL1-3	NIPAL1	113	508	407
Vienna-NIPAL2-1	NIPAL2	67	285	258
Vienna-NIPAL2-2	NIPAL2	40	314	110
Vienna-NIPAL2-3	NIPAL2	78	1105	648
Vienna-NIPAL3-1	NIPAL3	77	988	989
Vienna-NIPAL3-2	NIPAL3	141	1796	1556
Vienna-NIPAL3-3	NIPAL3	141	682	612
Vienna-NIPAL4-1	NIPAL4	56	12	53
Vienna-NIPAL4-2	NIPAL4	112	576	657
Vienna-NIPAL4-3	NIPAL4	103	1990	1309
Vienna-NIPBL-1	NIPBL	60	25	57
Vienna-NIPBL-2	NIPBL	84	42	67
Vienna-NIPBL-3	NIPBL	55	63	63
Vienna-NIPSNAP1-1	NIPSNAP1	146	950	590
Vienna-NIPSNAP1-2	NIPSNAP1	103	479	449
Vienna-NIPSNAP1-3	NIPSNAP1	57	331	439
Vienna-NIPSNAP3A-1	NIPSNAP3A	65	296	201
Vienna-NIPSNAP3A-2	NIPSNAP3A	98	389	256
Vienna-NIPSNAP3A-3	NIPSNAP3A	53	142	122
Vienna-NIPSNAP3B-1	NIPSNAP3B	95	469	317
Vienna-NIPSNAP3B-2	NIPSNAP3B	98	380	547
Vienna-NIPSNAP3B-3	NIPSNAP3B	90	536	472
Vienna-NISCH-1	NISCH	73	128	147
Vienna-NISCH-2	NISCH	79	524	241
Vienna-NISCH-3	NISCH	84	647	265
Vienna-NIT1-1	NIT1	72	243	184
Vienna-NIT1-2	NIT1	66	486	265
Vienna-NIT1-3	NIT1	80	296	301
Vienna-NIT2-1	NIT2	122	103	75
Vienna-NIT2-2	NIT2	82	397	484
Vienna-NIT2-3	NIT2	62	699	306
Vienna-NKAIN1-1	NKAIN1	108	631	543
Vienna-NKAIN1-2	NKAIN1	77	1406	1227
Vienna-NKAIN1-3	NKAIN1	60	209	206
Vienna-NKAIN2-1	NKAIN2	46	444	324
Vienna-NKAIN2-2	NKAIN2	41	228	285
Vienna-NKAIN2-3	NKAIN2	60	298	284
Vienna-NKAIN3-1	NKAIN3	56	88	63
Vienna-NKAIN3-2	NKAIN3	52	198	237
Vienna-NKAIN3-3	NKAIN3	62	687	476
Vienna-NKAIN4-1	NKAIN4	114	505	369
Vienna-NKAIN4-2	NKAIN4	105	767	820
Vienna-NKAIN4-3	NKAIN4	41	568	303
Vienna-NKAP-1	NKAP	64	8	33
Vienna-NKAP-2	NKAP	68	43	4
Vienna-NKAP-3	NKAP	44	325	261
Vienna-NKAPL-1	NKAPL	63	0	0
Vienna-NKAPL-2	NKAPL	110	856	515
Vienna-NKAPL-3	NKAPL	61	203	262
Vienna-NKD1-1	NKD1	117	541	526
Vienna-NKD1-2	NKD1	60	424	242
Vienna-NKD1-3	NKD1	75	503	511
Vienna-NKD2-1	NKD2	120	672	545
Vienna-NKD2-2	NKD2	117	313	110
Vienna-NKD2-3	NKD2	119	426	253
Vienna-NKG7-1	NKG7	211	2712	2470
Vienna-NKG7-2	NKG7	30	189	286
Vienna-NKG7-3	NKG7	134	1569	1297
Vienna-NKIRAS1-1	NKIRAS1	88	1038	794
Vienna-NKIRAS1-2	NKIRAS1	61	365	216
Vienna-NKIRAS1-3	NKIRAS1	55	268	408
Vienna-NKIRAS2-1	NKIRAS2	97	106	142
Vienna-NKIRAS2-2	NKIRAS2	88	257	120
Vienna-NKIRAS2-3	NKIRAS2	78	176	174
Vienna-NKPD1-1	NKPD1	52	17	10
Vienna-NKPD1-2	NKPD1	109	983	682
Vienna-NKPD1-3	NKPD1	130	248	274
Vienna-NKRF-1	NKRF	55	167	176
Vienna-NKRF-2	NKRF	70	398	155
Vienna-NKRF-3	NKRF	65	322	212
Vienna-NKTR-1	NKTR	98	158	198
Vienna-NKTR-2	NKTR	51	167	302
Vienna-NKTR-3	NKTR	101	479	368
Vienna-NKX1-1-1	NKX1-1	59	65	166
Vienna-NKX1-1-2	NKX1-1	50	863	376
Vienna-NKX1-1-3	NKX1-1	134	1155	945
Vienna-NKX1-2-1	NKX1-2	78	940	659
Vienna-NKX1-2-2	NKX1-2	75	426	420
Vienna-NKX1-2-3	NKX1-2	64	404	305
Vienna-NKX2-1-1	NKX2-1	80	204	160
Vienna-NKX2-1-2	NKX2-1	131	104	82
Vienna-NKX2-1-3	NKX2-1	105	375	334
Vienna-NKX2-2-1	NKX2-2	92	467	426
Vienna-NKX2-2-2	NKX2-2	38	171	124
Vienna-NKX2-2-3	NKX2-2	65	673	1001
Vienna-NKX2-3-1	NKX2-3	105	952	584
Vienna-NKX2-3-2	NKX2-3	122	1262	988
Vienna-NKX2-3-3	NKX2-3	54	523	286
Vienna-NKX2-4-1	NKX2-4	157	960	750
Vienna-NKX2-4-2	NKX2-4	49	290	456
Vienna-NKX2-4-3	NKX2-4	108	570	588
Vienna-NKX2-5-1	NKX2-5	130	409	443
Vienna-NKX2-5-2	NKX2-5	104	236	217
Vienna-NKX2-5-3	NKX2-5	135	1064	907
Vienna-NKX2-6-1	NKX2-6	48	350	223
Vienna-NKX2-6-2	NKX2-6	111	870	644
Vienna-NKX2-6-3	NKX2-6	226	1427	954
Vienna-NKX2-8-1	NKX2-8	79	430	313
Vienna-NKX2-8-2	NKX2-8	113	1068	903
Vienna-NKX2-8-3	NKX2-8	96	936	725
Vienna-NKX3-1-1	NKX3-1	90	575	475
Vienna-NKX3-1-2	NKX3-1	36	108	137
Vienna-NKX3-1-3	NKX3-1	13	56	7
Vienna-NKX3-2-1	NKX3-2	103	1781	982
Vienna-NKX3-2-2	NKX3-2	79	1108	870
Vienna-NKX3-2-3	NKX3-2	104	467	435
Vienna-NKX6-1-1	NKX6-1	113	818	369
Vienna-NKX6-1-2	NKX6-1	98	1512	1183
Vienna-NKX6-1-3	NKX6-1	82	255	292
Vienna-NKX6-2-1	NKX6-2	79	530	657
Vienna-NKX6-2-2	NKX6-2	135	2530	1401
Vienna-NKX6-2-3	NKX6-2	154	1864	1600
Vienna-NKX6-3-1	NKX6-3	81	672	470
Vienna-NKX6-3-2	NKX6-3	76	565	467
Vienna-NKX6-3-3	NKX6-3	67	396	342
Vienna-NLE1-1	NLE1	107	9	15
Vienna-NLE1-2	NLE1	86	0	0
Vienna-NLE1-3	NLE1	91	0	0
Vienna-NLGN1-1	NLGN1	54	176	173
Vienna-NLGN1-2	NLGN1	98	518	675
Vienna-NLGN1-3	NLGN1	63	561	464
Vienna-NLGN2-1	NLGN2	87	515	402
Vienna-NLGN2-2	NLGN2	70	272	299
Vienna-NLGN2-3	NLGN2	35	447	220
Vienna-NLGN3-1	NLGN3	80	559	237
Vienna-NLGN3-2	NLGN3	67	206	273
Vienna-NLGN3-3	NLGN3	51	341	284
Vienna-NLGN4X-1	NLGN4X	64	566	147
Vienna-NLGN4X-2	NLGN4X	40	411	504
Vienna-NLGN4X-3	NLGN4X	6	0	0
Vienna-NLGN4Y-1	NLGN4Y	61	891	323
Vienna-NLGN4Y-2	NLGN4Y	67	286	198
Vienna-NLGN4Y-3	NLGN4Y	78	754	728
Vienna-NLK-1	NLK	69	264	221
Vienna-NLK-2	NLK	45	434	432
Vienna-NLK-3	NLK	103	678	542
Vienna-NLN-1	NLN	89	824	376
Vienna-NLN-2	NLN	66	458	400
Vienna-NLN-3	NLN	103	857	809
Vienna-NLRC3-1	NLRC3	61	483	222
Vienna-NLRC3-2	NLRC3	68	165	280
Vienna-NLRC3-3	NLRC3	26	100	40
Vienna-NLRC4-1	NLRC4	81	443	898
Vienna-NLRC4-2	NLRC4	51	290	215
Vienna-NLRC4-3	NLRC4	103	700	398
Vienna-NLRC5-1	NLRC5	171	151	81
Vienna-NLRC5-2	NLRC5	79	935	454
Vienna-NLRC5-3	NLRC5	98	568	223
Vienna-NLRP1-1	NLRP1	61	191	108
Vienna-NLRP1-2	NLRP1	95	926	802
Vienna-NLRP1-3	NLRP1	62	497	545
Vienna-NLRP10-1	NLRP10	66	456	352
Vienna-NLRP10-2	NLRP10	91	484	395
Vienna-NLRP10-3	NLRP10	47	475	436
Vienna-NLRP11-1	NLRP11	40	383	171
Vienna-NLRP11-2	NLRP11	75	787	599
Vienna-NLRP11-3	NLRP11	51	420	159
Vienna-NLRP12-1	NLRP12	100	641	292
