sgRNA	gene	vienna_v1_single_top3	TECHDEV0012_Vienna_01_01_17	TECHDEV0012_Vienna_01_01_16
Vienna-GIGYF2-2	GIGYF2	95	159	101
Vienna-GIGYF2-3	GIGYF2	63	269	168
Vienna-GIMAP1-1	GIMAP1	115	791	619
Vienna-GIMAP1-2	GIMAP1	163	703	393
Vienna-GIMAP1-3	GIMAP1	43	275	263
Vienna-GIMAP1-GIMAP5-1	GIMAP1-GIMAP5	82	739	552
Vienna-GIMAP1-GIMAP5-2	GIMAP1-GIMAP5	10	212	193
Vienna-GIMAP1-GIMAP5-3	GIMAP1-GIMAP5	84	532	397
Vienna-GIMAP2-1	GIMAP2	99	990	916
Vienna-GIMAP2-2	GIMAP2	80	778	1154
Vienna-GIMAP2-3	GIMAP2	61	380	491
Vienna-GIMAP4-1	GIMAP4	26	353	180
Vienna-GIMAP4-2	GIMAP4	106	427	500
Vienna-GIMAP4-3	GIMAP4	73	350	379
Vienna-GIMAP5-1	GIMAP5	103	564	491
Vienna-GIMAP5-2	GIMAP5	118	744	613
Vienna-GIMAP5-3	GIMAP5	85	389	366
Vienna-GIMAP6-1	GIMAP6	89	657	377
Vienna-GIMAP6-2	GIMAP6	151	1246	903
Vienna-GIMAP6-3	GIMAP6	92	458	460
Vienna-GIMAP7-1	GIMAP7	174	457	335
Vienna-GIMAP7-2	GIMAP7	60	436	266
Vienna-GIMAP7-3	GIMAP7	113	353	194
Vienna-GIMAP8-1	GIMAP8	130	1005	643
Vienna-GIMAP8-2	GIMAP8	111	474	506
Vienna-GIMAP8-3	GIMAP8	59	245	250
Vienna-GIMD1-1	GIMD1	58	1075	643
Vienna-GIMD1-2	GIMD1	61	231	177
Vienna-GIMD1-3	GIMD1	77	426	580
Vienna-GIN1-1	GIN1	41	216	106
Vienna-GIN1-2	GIN1	43	273	170
Vienna-GIN1-3	GIN1	109	1470	842
Vienna-GINM1-1	GINM1	130	765	532
Vienna-GINM1-2	GINM1	39	61	196
Vienna-GINM1-3	GINM1	44	348	459
Vienna-GINS1-1	GINS1	101	3	0
Vienna-GINS1-2	GINS1	102	37	46
Vienna-GINS1-3	GINS1	57	12	0
Vienna-GINS2-1	GINS2	64	0	4
Vienna-GINS2-2	GINS2	72	0	1
Vienna-GINS2-3	GINS2	114	12	3
Vienna-GINS3-1	GINS3	77	199	206
Vienna-GINS3-2	GINS3	82	1	0
Vienna-GINS3-3	GINS3	147	12	11
Vienna-GINS4-1	GINS4	62	11	0
Vienna-GINS4-2	GINS4	82	0	0
Vienna-GINS4-3	GINS4	119	2	0
Vienna-GIP-1	GIP	141	823	586
Vienna-GIP-2	GIP	69	423	276
Vienna-GIP-3	GIP	117	313	275
Vienna-GIPC1-1	GIPC1	139	557	404
Vienna-GIPC1-2	GIPC1	69	543	339
Vienna-GIPC1-3	GIPC1	101	566	428
Vienna-GIPC2-1	GIPC2	91	279	213
Vienna-GIPC2-2	GIPC2	37	92	126
Vienna-GIPC2-3	GIPC2	37	169	103
Vienna-GIPC3-1	GIPC3	86	549	427
Vienna-GIPC3-2	GIPC3	87	356	261
Vienna-GIPC3-3	GIPC3	96	180	135
Vienna-GIPR-1	GIPR	93	356	302
Vienna-GIPR-2	GIPR	94	542	339
Vienna-GIPR-3	GIPR	51	397	368
Vienna-GIT1-1	GIT1	76	431	821
Vienna-GIT1-2	GIT1	44	64	50
Vienna-GIT1-3	GIT1	96	432	550
Vienna-GIT2-1	GIT2	61	357	376
Vienna-GIT2-2	GIT2	46	255	76
Vienna-GIT2-3	GIT2	98	591	219
Vienna-GJA1-1	GJA1	78	253	362
Vienna-GJA1-2	GJA1	182	404	539
Vienna-GJA1-3	GJA1	182	404	539
Vienna-GJA10-1	GJA10	80	362	495
Vienna-GJA10-2	GJA10	85	146	136
Vienna-GJA10-3	GJA10	35	191	163
Vienna-GJA3-1	GJA3	28	214	194
Vienna-GJA3-2	GJA3	142	410	297
Vienna-GJA3-3	GJA3	91	556	478
Vienna-GJA4-1	GJA4	97	722	605
Vienna-GJA4-2	GJA4	53	219	113
Vienna-GJA4-3	GJA4	137	701	677
Vienna-GJA5-1	GJA5	199	1505	1001
Vienna-GJA5-2	GJA5	58	186	346
Vienna-GJA5-3	GJA5	63	359	259
Vienna-GJA8-1	GJA8	79	139	52
Vienna-GJA8-2	GJA8	82	510	1083
Vienna-GJA8-3	GJA8	55	196	177
Vienna-GJA9-1	GJA9	47	944	240
Vienna-GJA9-2	GJA9	48	198	108
Vienna-GJA9-3	GJA9	48	1251	799
Vienna-GJB1-1	GJB1	123	941	431
Vienna-GJB1-2	GJB1	61	123	123
Vienna-GJB1-3	GJB1	73	1038	610
Vienna-GJB2-1	GJB2	85	690	654
Vienna-GJB2-2	GJB2	109	418	276
Vienna-GJB2-3	GJB2	42	495	475
Vienna-GJB3-1	GJB3	79	398	279
Vienna-GJB3-2	GJB3	68	410	110
Vienna-GJB3-3	GJB3	121	680	575
Vienna-GJB4-1	GJB4	58	202	167
Vienna-GJB4-2	GJB4	63	554	627
Vienna-GJB4-3	GJB4	90	809	772
Vienna-GJB5-1	GJB5	107	698	596
Vienna-GJB5-2	GJB5	132	626	360
Vienna-GJB5-3	GJB5	6	123	119
Vienna-GJB6-1	GJB6	53	82	152
Vienna-GJB6-2	GJB6	81	732	546
Vienna-GJB6-3	GJB6	86	1112	830
Vienna-GJB7-1	GJB7	54	443	249
Vienna-GJB7-2	GJB7	71	856	348
Vienna-GJB7-3	GJB7	56	49	37
Vienna-GJC1-1	GJC1	155	796	847
Vienna-GJC1-2	GJC1	35	253	202
Vienna-GJC1-3	GJC1	49	355	138
Vienna-GJC2-1	GJC2	107	799	498
Vienna-GJC2-2	GJC2	42	535	324
Vienna-GJC2-3	GJC2	127	1060	859
Vienna-GJC3-1	GJC3	132	347	327
Vienna-GJC3-2	GJC3	55	647	402
Vienna-GJC3-3	GJC3	168	684	495
Vienna-GJD2-1	GJD2	106	211	159
Vienna-GJD2-2	GJD2	109	616	420
Vienna-GJD2-3	GJD2	64	399	348
Vienna-GJD3-1	GJD3	66	174	196
Vienna-GJD3-2	GJD3	248	1114	759
Vienna-GJD3-3	GJD3	70	262	239
Vienna-GJD4-1	GJD4	167	418	357
Vienna-GJD4-2	GJD4	171	418	357
Vienna-GJD4-3	GJD4	92	904	906
Vienna-GK-1	GK	42	239	146
Vienna-GK-2	GK	41	362	396
Vienna-GK-3	GK	29	368	177
Vienna-GK2-1	GK2	18	142	158
Vienna-GK2-2	GK2	80	360	467
Vienna-GK2-3	GK2	71	204	152
Vienna-GK5-1	GK5	46	336	322
Vienna-GK5-2	GK5	27	191	253
Vienna-GK5-3	GK5	63	390	158
Vienna-GKAP1-1	GKAP1	65	470	321
Vienna-GKAP1-2	GKAP1	62	318	269
Vienna-GKAP1-3	GKAP1	52	79	117
Vienna-GKN1-1	GKN1	55	547	243
Vienna-GKN1-2	GKN1	69	301	363
Vienna-GKN1-3	GKN1	83	461	440
Vienna-GKN2-1	GKN2	50	444	381
Vienna-GKN2-2	GKN2	36	413	453
Vienna-GKN2-3	GKN2	59	184	136
Vienna-GLA-1	GLA	92	984	595
Vienna-GLA-2	GLA	94	846	789
Vienna-GLA-3	GLA	67	608	625
Vienna-GLB1-1	GLB1	91	997	569
Vienna-GLB1-2	GLB1	77	578	310
Vienna-GLB1-3	GLB1	108	910	758
Vienna-GLB1L-1	GLB1L	52	253	186
Vienna-GLB1L-2	GLB1L	88	524	198
Vienna-GLB1L-3	GLB1L	74	274	256
Vienna-GLB1L2-1	GLB1L2	55	390	496
Vienna-GLB1L2-2	GLB1L2	80	425	622
Vienna-GLB1L2-3	GLB1L2	107	675	505
Vienna-GLB1L3-1	GLB1L3	45	112	72
Vienna-GLB1L3-2	GLB1L3	143	877	593
Vienna-GLB1L3-3	GLB1L3	72	1088	691
Vienna-GLCCI1-1	GLCCI1	130	103	82
Vienna-GLCCI1-2	GLCCI1	50	32	92
Vienna-GLCCI1-3	GLCCI1	87	776	242
Vienna-GLCE-1	GLCE	71	167	301
Vienna-GLCE-2	GLCE	75	544	806
Vienna-GLCE-3	GLCE	77	517	445
Vienna-GLDC-1	GLDC	75	840	533
Vienna-GLDC-2	GLDC	98	592	531
Vienna-GLDC-3	GLDC	69	125	252
Vienna-GLDN-1	GLDN	66	245	170
Vienna-GLDN-2	GLDN	61	114	224
Vienna-GLDN-3	GLDN	100	33	5
Vienna-GLE1-1	GLE1	121	0	0
Vienna-GLE1-2	GLE1	68	0	42
Vienna-GLE1-3	GLE1	123	39	2
Vienna-GLG1-1	GLG1	74	757	536
Vienna-GLG1-2	GLG1	125	451	269
Vienna-GLG1-3	GLG1	84	405	334
Vienna-GLI1-1	GLI1	115	416	352
Vienna-GLI1-2	GLI1	99	132	222
Vienna-GLI1-3	GLI1	142	1181	957
Vienna-GLI2-1	GLI2	136	1289	1357
Vienna-GLI2-2	GLI2	60	415	446
Vienna-GLI2-3	GLI2	128	566	542
Vienna-GLI3-1	GLI3	46	263	189
Vienna-GLI3-2	GLI3	70	1282	339
Vienna-GLI3-3	GLI3	100	868	865
Vienna-GLI4-1	GLI4	89	529	258
Vienna-GLI4-2	GLI4	87	508	472
Vienna-GLI4-3	GLI4	65	199	203
Vienna-GLIPR1-1	GLIPR1	82	303	380
Vienna-GLIPR1-2	GLIPR1	74	703	553
Vienna-GLIPR1-3	GLIPR1	53	162	161
Vienna-GLIPR1L1-1	GLIPR1L1	55	173	104
Vienna-GLIPR1L1-2	GLIPR1L1	112	1111	633
Vienna-GLIPR1L1-3	GLIPR1L1	26	308	389
Vienna-GLIPR1L2-1	GLIPR1L2	72	446	370
Vienna-GLIPR1L2-2	GLIPR1L2	116	843	519
Vienna-GLIPR1L2-3	GLIPR1L2	48	251	89
Vienna-GLIPR2-1	GLIPR2	58	60	70
Vienna-GLIPR2-2	GLIPR2	71	719	322
Vienna-GLIPR2-3	GLIPR2	85	583	582
Vienna-GLIS1-1	GLIS1	146	426	667
Vienna-GLIS1-2	GLIS1	45	262	168
Vienna-GLIS1-3	GLIS1	59	583	447
Vienna-GLIS2-1	GLIS2	85	399	502
Vienna-GLIS2-2	GLIS2	134	1382	1314
Vienna-GLIS2-3	GLIS2	58	531	289
Vienna-GLIS3-1	GLIS3	37	213	180
Vienna-GLIS3-2	GLIS3	90	116	83
Vienna-GLIS3-3	GLIS3	81	524	246
Vienna-GLMN-1	GLMN	49	4	45
Vienna-GLMN-2	GLMN	105	199	194
Vienna-GLMN-3	GLMN	68	46	3
Vienna-GLMP-1	GLMP	110	737	309
Vienna-GLMP-2	GLMP	107	256	74
Vienna-GLMP-3	GLMP	180	1706	759
Vienna-GLO1-1	GLO1	27	30	34
Vienna-GLO1-2	GLO1	92	1067	572
Vienna-GLO1-3	GLO1	88	676	561
Vienna-GLOD4-1	GLOD4	28	616	286
Vienna-GLOD4-2	GLOD4	7	70	37
Vienna-GLOD4-3	GLOD4	44	194	224
Vienna-GLOD5-1	GLOD5	41	537	416
Vienna-GLOD5-2	GLOD5	61	0	0
Vienna-GLOD5-3	GLOD5	74	421	361
Vienna-GLP1R-1	GLP1R	128	404	560
Vienna-GLP1R-2	GLP1R	84	463	321
Vienna-GLP1R-3	GLP1R	143	1202	757
Vienna-GLP2R-1	GLP2R	104	751	768
Vienna-GLP2R-2	GLP2R	49	5	0
Vienna-GLP2R-3	GLP2R	63	262	148
Vienna-GLRA1-1	GLRA1	59	392	542
Vienna-GLRA1-2	GLRA1	141	116	161
Vienna-GLRA1-3	GLRA1	114	561	901
Vienna-GLRA2-1	GLRA2	62	395	466
Vienna-GLRA2-2	GLRA2	75	1034	900
Vienna-GLRA2-3	GLRA2	36	269	481
Vienna-GLRA3-1	GLRA3	54	156	277
Vienna-GLRA3-2	GLRA3	82	984	616
Vienna-GLRA3-3	GLRA3	71	415	290
Vienna-GLRA4-1	GLRA4	121	1141	792
Vienna-GLRA4-2	GLRA4	140	661	735
Vienna-GLRA4-3	GLRA4	51	408	163
Vienna-GLRB-1	GLRB	63	45	65
Vienna-GLRB-2	GLRB	83	736	504
Vienna-GLRB-3	GLRB	72	594	284
Vienna-GLRX-1	GLRX	110	314	329
Vienna-GLRX-2	GLRX	53	244	247
Vienna-GLRX-3	GLRX	93	678	620
Vienna-GLRX2-1	GLRX2	40	199	89
Vienna-GLRX2-2	GLRX2	20	59	60
Vienna-GLRX2-3	GLRX2	56	425	228
Vienna-GLRX3-1	GLRX3	54	64	28
Vienna-GLRX3-2	GLRX3	52	64	126
Vienna-GLRX3-3	GLRX3	81	308	190
Vienna-GLRX5-1	GLRX5	175	53	28
Vienna-GLRX5-2	GLRX5	111	39	2
Vienna-GLRX5-3	GLRX5	175	2	1
Vienna-GLS-1	GLS	78	244	96
Vienna-GLS-2	GLS	68	361	253
Vienna-GLS-3	GLS	56	248	186
Vienna-GLS2-1	GLS2	58	261	260
Vienna-GLS2-2	GLS2	30	29	81
Vienna-GLS2-3	GLS2	48	206	289
Vienna-GLT1D1-1	GLT1D1	104	1076	968
Vienna-GLT1D1-2	GLT1D1	45	63	84
Vienna-GLT1D1-3	GLT1D1	83	214	228
Vienna-GLT6D1-1	GLT6D1	57	186	72
Vienna-GLT6D1-2	GLT6D1	72	718	281
Vienna-GLT6D1-3	GLT6D1	36	343	297
Vienna-GLT8D1-1	GLT8D1	73	314	212
Vienna-GLT8D1-2	GLT8D1	120	581	421
Vienna-GLT8D1-3	GLT8D1	114	311	348
Vienna-GLT8D2-1	GLT8D2	60	507	583
Vienna-GLT8D2-2	GLT8D2	51	379	83
Vienna-GLT8D2-3	GLT8D2	50	609	557
Vienna-GLTP-1	GLTP	81	665	544
Vienna-GLTP-2	GLTP	67	200	408
Vienna-GLTP-3	GLTP	100	665	435
Vienna-GLTPD2-1	GLTPD2	139	1075	937
Vienna-GLTPD2-2	GLTPD2	48	449	263
Vienna-GLTPD2-3	GLTPD2	313	1602	1314
Vienna-GLTSCR1-1	GLTSCR1	60	120	123
Vienna-GLTSCR1-2	GLTSCR1	102	904	665
Vienna-GLTSCR1-3	GLTSCR1	107	822	583
Vienna-GLTSCR1L-1	GLTSCR1L	132	547	904
Vienna-GLTSCR1L-2	GLTSCR1L	30	187	107
Vienna-GLTSCR1L-3	GLTSCR1L	84	527	327
Vienna-GLTSCR2-1	GLTSCR2	52	0	0
Vienna-GLTSCR2-2	GLTSCR2	63	20	9
Vienna-GLTSCR2-3	GLTSCR2	61	10	0
Vienna-GLUD1-1	GLUD1	76	380	372
Vienna-GLUD1-2	GLUD1	98	961	447
Vienna-GLUD1-3	GLUD1	69	22	10
Vienna-GLUD2-1	GLUD2	153	753	531
Vienna-GLUD2-2	GLUD2	61	228	270
Vienna-GLUD2-3	GLUD2	89	686	419
Vienna-GLUL-1	GLUL	63	711	373
Vienna-GLUL-2	GLUL	104	571	885
Vienna-GLUL-3	GLUL	116	842	260
Vienna-GLYAT-1	GLYAT	45	551	268
Vienna-GLYAT-2	GLYAT	82	522	468
Vienna-GLYAT-3	GLYAT	67	517	470
Vienna-GLYATL1-1	GLYATL1	5	33	9
Vienna-GLYATL1-2	GLYATL1	52	360	209
Vienna-GLYATL1-3	GLYATL1	61	1146	895
Vienna-GLYATL2-1	GLYATL2	140	1577	846
Vienna-GLYATL2-2	GLYATL2	26	213	217
Vienna-GLYATL2-3	GLYATL2	65	624	675
Vienna-GLYATL3-1	GLYATL3	69	528	397
Vienna-GLYATL3-2	GLYATL3	38	332	287
Vienna-GLYATL3-3	GLYATL3	93	412	489
Vienna-GLYCTK-1	GLYCTK	82	469	280
Vienna-GLYCTK-2	GLYCTK	178	734	792
Vienna-GLYCTK-3	GLYCTK	105	510	506
Vienna-GLYR1-1	GLYR1	162	1067	1184
Vienna-GLYR1-2	GLYR1	63	86	126
Vienna-GLYR1-3	GLYR1	77	983	594
Vienna-GM2A-1	GM2A	60	643	791
Vienna-GM2A-2	GM2A	91	439	459
Vienna-GM2A-3	GM2A	100	352	346
Vienna-GMCL1-1	GMCL1	47	294	174
Vienna-GMCL1-2	GMCL1	47	132	76
Vienna-GMCL1-3	GMCL1	54	213	113
Vienna-GMDS-1	GMDS	78	411	286
Vienna-GMDS-2	GMDS	97	472	552
Vienna-GMDS-3	GMDS	52	286	299
Vienna-GMEB1-1	GMEB1	70	488	237
Vienna-GMEB1-2	GMEB1	58	612	456
Vienna-GMEB1-3	GMEB1	88	289	255
Vienna-GMEB2-1	GMEB2	68	184	51
Vienna-GMEB2-2	GMEB2	137	787	555
Vienna-GMEB2-3	GMEB2	121	811	698
Vienna-GMFB-1	GMFB	39	342	295
Vienna-GMFB-2	GMFB	89	980	1165
Vienna-GMFB-3	GMFB	93	789	320
Vienna-GMFG-1	GMFG	51	53	42
Vienna-GMFG-2	GMFG	111	467	274
Vienna-GMFG-3	GMFG	75	267	306
Vienna-GMIP-1	GMIP	44	323	439
Vienna-GMIP-2	GMIP	35	56	75
Vienna-GMIP-3	GMIP	77	463	763
Vienna-GML-1	GML	76	623	443
Vienna-GML-2	GML	130	413	370
Vienna-GML-3	GML	63	356	196
Vienna-GMNC-1	GMNC	67	196	171
Vienna-GMNC-2	GMNC	95	1085	1256
Vienna-GMNC-3	GMNC	81	991	601
Vienna-GMNN-1	GMNN	45	177	5
Vienna-GMNN-2	GMNN	69	22	35
Vienna-GMNN-3	GMNN	67	43	70
Vienna-GMPPA-1	GMPPA	46	273	160
Vienna-GMPPA-2	GMPPA	96	413	403
Vienna-GMPPA-3	GMPPA	16	162	101
Vienna-GMPPB-1	GMPPB	85	0	0
Vienna-GMPPB-2	GMPPB	84	0	0
Vienna-GMPPB-3	GMPPB	47	0	0
Vienna-GMPR-1	GMPR	43	13	17
Vienna-GMPR-2	GMPR	60	633	342
Vienna-GMPR-3	GMPR	79	533	401
Vienna-GMPR2-1	GMPR2	84	103	124
Vienna-GMPR2-2	GMPR2	14	5	5
Vienna-GMPR2-3	GMPR2	93	773	666
Vienna-GMPS-1	GMPS	67	26	15
Vienna-GMPS-2	GMPS	52	0	0
Vienna-GMPS-3	GMPS	65	19	0
Vienna-GNA11-1	GNA11	110	650	532
Vienna-GNA11-2	GNA11	45	98	93
Vienna-GNA11-3	GNA11	173	221	72
Vienna-GNA12-1	GNA12	114	2019	1472
Vienna-GNA12-2	GNA12	235	1724	1628
Vienna-GNA12-3	GNA12	92	712	452
Vienna-GNA13-1	GNA13	66	454	280
Vienna-GNA13-2	GNA13	62	328	682
Vienna-GNA13-3	GNA13	118	1161	891
Vienna-GNA14-1	GNA14	50	368	171
Vienna-GNA14-2	GNA14	70	358	324
Vienna-GNA14-3	GNA14	69	293	175
Vienna-GNA15-1	GNA15	84	418	335
Vienna-GNA15-2	GNA15	71	221	177
Vienna-GNA15-3	GNA15	45	174	224
Vienna-GNAI1-1	GNAI1	6	0	0
Vienna-GNAI1-2	GNAI1	39	187	299
Vienna-GNAI1-3	GNAI1	76	558	661
Vienna-GNAI2-1	GNAI2	92	281	287
Vienna-GNAI2-2	GNAI2	131	746	869
Vienna-GNAI2-3	GNAI2	61	252	334
Vienna-GNAI3-1	GNAI3	106	671	444
Vienna-GNAI3-2	GNAI3	160	456	371
Vienna-GNAI3-3	GNAI3	26	188	101
Vienna-GNAL-1	GNAL	66	803	700
Vienna-GNAL-2	GNAL	93	710	536
Vienna-GNAL-3	GNAL	98	561	277
Vienna-GNAO1-1	GNAO1	66	545	360
Vienna-GNAO1-2	GNAO1	94	657	514
Vienna-GNAO1-3	GNAO1	120	1118	903
Vienna-GNAQ-1	GNAQ	11	22	8
Vienna-GNAQ-2	GNAQ	49	178	204
Vienna-GNAQ-3	GNAQ	55	318	316
Vienna-GNAS-1	GNAS	86	413	237
Vienna-GNAS-2	GNAS	99	508	461
Vienna-GNAS-3	GNAS	53	110	151
Vienna-GNAT1-1	GNAT1	138	864	440
Vienna-GNAT1-2	GNAT1	168	1811	2421
Vienna-GNAT1-3	GNAT1	97	818	816
Vienna-GNAT2-1	GNAT2	60	82	104
Vienna-GNAT2-2	GNAT2	77	448	480
Vienna-GNAT2-3	GNAT2	68	344	348
Vienna-GNAT3-1	GNAT3	54	492	355
Vienna-GNAT3-2	GNAT3	160	892	931
Vienna-GNAT3-3	GNAT3	26	290	171
Vienna-GNAZ-1	GNAZ	69	713	488
Vienna-GNAZ-2	GNAZ	119	718	691
Vienna-GNAZ-3	GNAZ	57	563	575
Vienna-GNB1-1	GNB1	48	175	209
Vienna-GNB1-2	GNB1	73	357	181
Vienna-GNB1-3	GNB1	86	247	214
Vienna-GNB1L-1	GNB1L	114	0	0
Vienna-GNB1L-2	GNB1L	144	865	811
Vienna-GNB1L-3	GNB1L	86	242	120
Vienna-GNB2-1	GNB2	166	349	294
Vienna-GNB2-2	GNB2	91	410	283
Vienna-GNB2-3	GNB2	112	650	672
Vienna-GNB2L1-1	GNB2L1	104	92	61
Vienna-GNB2L1-2	GNB2L1	41	0	4
Vienna-GNB2L1-3	GNB2L1	26	13	0
Vienna-GNB3-1	GNB3	65	279	324
Vienna-GNB3-2	GNB3	113	954	400
Vienna-GNB3-3	GNB3	118	576	311
Vienna-GNB4-1	GNB4	58	688	468
Vienna-GNB4-2	GNB4	84	1119	664
Vienna-GNB4-3	GNB4	52	300	303
Vienna-GNB5-1	GNB5	162	862	661
Vienna-GNB5-2	GNB5	107	667	140
Vienna-GNB5-3	GNB5	108	1123	989
Vienna-GNE-1	GNE	48	1074	782
Vienna-GNE-2	GNE	47	349	236
Vienna-GNE-3	GNE	134	323	357
Vienna-GNG10-1	GNG10	72	517	451
Vienna-GNG10-2	GNG10	56	248	598
Vienna-GNG10-3	GNG10	65	167	112
Vienna-GNG11-1	GNG11	58	286	242
Vienna-GNG11-2	GNG11	60	610	511
Vienna-GNG11-3	GNG11	74	213	178
Vienna-GNG12-1	GNG12	100	689	549
Vienna-GNG12-2	GNG12	67	162	138
Vienna-GNG12-3	GNG12	45	219	119
Vienna-GNG13-1	GNG13	95	618	475
Vienna-GNG13-2	GNG13	62	412	402
Vienna-GNG13-3	GNG13	102	978	719
Vienna-GNG2-1	GNG2	38	723	391
Vienna-GNG2-2	GNG2	50	283	150
Vienna-GNG2-3	GNG2	150	1347	1285
Vienna-GNG3-1	GNG3	78	196	219
Vienna-GNG3-2	GNG3	80	186	125
Vienna-GNG3-3	GNG3	70	139	64
Vienna-GNG4-1	GNG4	50	117	37
Vienna-GNG4-2	GNG4	87	464	578
Vienna-GNG4-3	GNG4	79	249	155
Vienna-GNG5-1	GNG5	118	300	216
Vienna-GNG5-2	GNG5	41	71	40
Vienna-GNG5-3	GNG5	69	445	280
Vienna-GNG7-1	GNG7	47	413	267
Vienna-GNG7-2	GNG7	92	1116	1291
Vienna-GNG7-3	GNG7	196	1475	1309
Vienna-GNG8-1	GNG8	161	614	664
Vienna-GNG8-2	GNG8	107	565	492
Vienna-GNG8-3	GNG8	82	365	383
Vienna-GNGT1-1	GNGT1	46	473	226
Vienna-GNGT1-2	GNGT1	69	505	539
Vienna-GNGT1-3	GNGT1	41	279	214
Vienna-GNGT2-1	GNGT2	51	315	283
Vienna-GNGT2-2	GNGT2	71	233	182
Vienna-GNGT2-3	GNGT2	63	337	669
Vienna-GNL1-1	GNL1	70	26	3
Vienna-GNL1-2	GNL1	105	547	343
Vienna-GNL1-3	GNL1	122	209	161
Vienna-GNL2-1	GNL2	70	0	0
Vienna-GNL2-2	GNL2	82	0	0
Vienna-GNL2-3	GNL2	62	78	32
Vienna-GNL3-1	GNL3	83	2	0
Vienna-GNL3-2	GNL3	101	1	0
Vienna-GNL3-3	GNL3	56	32	29
Vienna-GNL3L-1	GNL3L	80	97	19
Vienna-GNL3L-2	GNL3L	67	44	53
Vienna-GNL3L-3	GNL3L	55	161	31
Vienna-GNLY-1	GNLY	64	50	130
Vienna-GNLY-2	GNLY	124	640	557
Vienna-GNLY-3	GNLY	71	270	259
Vienna-GNMT-1	GNMT	69	152	37
Vienna-GNMT-2	GNMT	109	954	959
Vienna-GNMT-3	GNMT	10	114	81
Vienna-GNPAT-1	GNPAT	78	739	618
Vienna-GNPAT-2	GNPAT	55	204	154
Vienna-GNPAT-3	GNPAT	63	375	338
Vienna-GNPDA1-1	GNPDA1	58	99	217
Vienna-GNPDA1-2	GNPDA1	156	1044	809
Vienna-GNPDA1-3	GNPDA1	55	442	456
Vienna-GNPDA2-1	GNPDA2	59	331	191
Vienna-GNPDA2-2	GNPDA2	77	786	610
Vienna-GNPDA2-3	GNPDA2	50	506	326
Vienna-GNPNAT1-1	GNPNAT1	75	46	104
Vienna-GNPNAT1-2	GNPNAT1	16	26	27
Vienna-GNPNAT1-3	GNPNAT1	47	146	111
Vienna-GNPTAB-1	GNPTAB	53	276	299
Vienna-GNPTAB-2	GNPTAB	67	278	308
Vienna-GNPTAB-3	GNPTAB	25	120	111
Vienna-GNPTG-1	GNPTG	52	283	490
Vienna-GNPTG-2	GNPTG	88	564	942
Vienna-GNPTG-3	GNPTG	78	307	208
Vienna-GNRH1-1	GNRH1	107	382	610
Vienna-GNRH1-2	GNRH1	57	558	228
Vienna-GNRH1-3	GNRH1	53	510	486
Vienna-GNRH2-1	GNRH2	126	135	100
Vienna-GNRH2-2	GNRH2	96	577	332
Vienna-GNRH2-3	GNRH2	108	77	40
Vienna-GNRHR-1	GNRHR	104	288	339
Vienna-GNRHR-2	GNRHR	55	820	538
Vienna-GNRHR-3	GNRHR	27	73	193
Vienna-GNS-1	GNS	115	10	55
Vienna-GNS-2	GNS	84	16	16
Vienna-GNS-3	GNS	51	0	0
Vienna-GOLGA1-1	GOLGA1	78	81	99
Vienna-GOLGA1-2	GOLGA1	101	348	302
Vienna-GOLGA1-3	GOLGA1	116	657	559
Vienna-GOLGA2-1	GOLGA2	57	141	183
Vienna-GOLGA2-2	GOLGA2	97	137	280
Vienna-GOLGA2-3	GOLGA2	120	690	418
Vienna-GOLGA3-1	GOLGA3	172	1264	1237
Vienna-GOLGA3-2	GOLGA3	58	214	353
Vienna-GOLGA3-3	GOLGA3	94	501	211
Vienna-GOLGA4-1	GOLGA4	60	157	250
Vienna-GOLGA4-2	GOLGA4	63	521	335
Vienna-GOLGA4-3	GOLGA4	39	303	222
Vienna-GOLGA5-1	GOLGA5	61	296	168
Vienna-GOLGA5-2	GOLGA5	67	256	419
Vienna-GOLGA5-3	GOLGA5	65	386	479
Vienna-GOLGA6A-1	GOLGA6A	117	1490	927
Vienna-GOLGA6A-2	GOLGA6A	87	41	11
Vienna-GOLGA6A-3	GOLGA6A	78	29	67
Vienna-GOLGA6B-1	GOLGA6B	70	224	292
Vienna-GOLGA6B-2	GOLGA6B	147	266	270
Vienna-GOLGA6B-3	GOLGA6B	170	424	573
Vienna-GOLGA6C-1	GOLGA6C	90	1277	1010
Vienna-GOLGA6C-2	GOLGA6C	78	730	605
Vienna-GOLGA6C-3	GOLGA6C	108	2634	1990
Vienna-GOLGA6D-1	GOLGA6D	52	8	7
Vienna-GOLGA6D-2	GOLGA6D	69	10	10
Vienna-GOLGA6D-3	GOLGA6D	100	218	337
Vienna-GOLGA6L1-1	GOLGA6L1	163	203	105
Vienna-GOLGA6L1-2	GOLGA6L1	100	101	50
Vienna-GOLGA6L1-3	GOLGA6L1	95	138	31
Vienna-GOLGA6L10-1	GOLGA6L10	72	319	396
Vienna-GOLGA6L10-2	GOLGA6L10	121	48	64
Vienna-GOLGA6L10-3	GOLGA6L10	339	911	649
Vienna-GOLGA6L2-1	GOLGA6L2	61	229	183
Vienna-GOLGA6L2-2	GOLGA6L2	95	267	250
Vienna-GOLGA6L2-3	GOLGA6L2	52	870	536
Vienna-GOLGA6L3-1	GOLGA6L3	91	144	245
Vienna-GOLGA6L3-3	GOLGA6L3	163	871	487
