Target Gene Symbol,condition,n_sgrnas,gene_zscore,empirical_pvalue,FDR
HBP1,Brunello A375,4,1.1309718364132264,0.139682716443687,0.3535140005263777
HCLS1,Brunello A375,4,-0.7774174206680639,0.22151044553034593,0.4134888147949379
HCN1,Brunello A375,4,0.3578559537233659,0.3820970203091794,0.4748795252562491
HCN2,Brunello A375,4,-1.7386187192239622,0.04930048356881327,0.20241898688286156
HDHD5,Brunello A375,4,1.5491319059057855,0.06534793269015378,0.24205609534472844
HDHD3,Brunello A375,4,0.8961651156291447,0.20036161467865446,0.4013941106765192
HDHD2,Brunello A375,4,-1.020682432872148,0.16255060462121165,0.3723210381656942
HDGFL3,Brunello A375,4,-0.7192336531437744,0.23750544481739302,0.4210754642569227
HDGFL2,Brunello A375,4,0.14773592492179888,0.4626394135033645,0.4938031857506875
HDGFL1,Brunello A375,4,1.4665740947316919,0.0767014989849556,0.26561738812085095
HDGF,Brunello A375,3,-1.4869375487225862,0.07985598613141434,0.2712183557705202
HDDC3,Brunello A375,4,1.6470794318116084,0.05374912828158663,0.21372716550584742
HDDC2,Brunello A375,5,-1.3185689346467564,0.10584393596423451,0.31379152631403007
HDC,Brunello A375,4,0.103724863777616,0.47960794141070895,0.4956155174824282
HDAC9,Brunello A375,4,-0.12978750755109,0.4320938705276915,0.4875544777496701
HDAC8,Brunello A375,4,0.7198685658014132,0.25413368783857093,0.4311052188478848
HDAC7,Brunello A375,4,-0.07430724581307868,0.4526793810905341,0.49178432005499173
HDAC6,Brunello A375,4,0.090600409771537,0.4846590729359349,0.49666810301419223
HDAC5,Brunello A375,4,1.5818695591967793,0.061255263568178266,0.23235777276175812
HDAC4,Brunello A375,4,1.4050549475421645,0.08617596018777979,0.28307183891173765
HDAC3,Brunello A375,4,-6.15603966672049,3.185865148953299e-35,8.802803491251306e-34
HDAC2,Brunello A375,4,-0.5854344836734728,0.27692044545212996,0.4400524545999401
HDAC11,Brunello A375,4,-0.7151585987843692,0.23865267342204594,0.42169066014599466
HDAC10,Brunello A375,4,1.7620165217352388,0.042409064254347165,0.18264603412874086
HDAC1,Brunello A375,4,0.6388565850124658,0.28093544773556184,0.44041161283801233
HCST,Brunello A375,4,0.05331786384761994,0.49897199889903465,0.49989983464246407
HCRTR2,Brunello A375,4,0.8042603666876543,0.22757896206218742,0.41645456636011785
HCRTR1,Brunello A375,4,1.2963225751750675,0.10515504423796218,0.31259549227247335
HCRT,Brunello A375,4,0.7852923165553797,0.23342084454012155,0.4190375307675446
HCN4,Brunello A375,4,0.7341758661403551,0.24953087266667084,0.4288002409211497
HCN3,Brunello A375,4,-0.2558443225372644,0.38653577683775786,0.47573314919106846
HDX,Brunello A375,4,0.07306979226447602,0.49139651011566654,0.4983435180765588
HPCAL4,Brunello A375,4,0.06697151709327853,0.4937373004295302,0.49871071523696986
HPD,Brunello A375,4,-0.7032278866561188,0.24203143551167064,0.42441049949985565
HPDL,Brunello A375,4,0.5642189872664167,0.30667329126204196,0.45066528071697454
IKBKB,Brunello A375,4,1.5629439998458752,0.0635938351613863,0.2377170920531447
IKBIP,Brunello A375,4,-1.281753243742103,0.1120757188847057,0.3227023812780496
IK,Brunello A375,5,-4.093118664743878,1.731220994996045e-07,1.8452758207934281e-06
IHO1,Brunello A375,4,0.34260916860058266,0.3878603254974363,0.47598336276392944
IHH,Brunello A375,4,0.7387367733771093,0.24807207832944111,0.4281361126017112
IGSF9B,Brunello A375,4,0.89446173459111,0.20084921584495868,0.40177222224391806
IGSF9,Brunello A375,4,0.46770074939867134,0.3412680360372413,0.462917269502281
IGSF8,Brunello A375,4,1.4457546521907712,0.07980835279536297,0.27110083073637914
IGSF6,Brunello A375,4,0.6820904218912335,0.26647838226977166,0.43632105819008565
IGSF5,Brunello A375,4,1.215343558241454,0.12120188799317756,0.33295822678742765
IGSF3,Brunello A375,4,0.9648800355223477,0.18124262998883076,0.38871602510541314
IGSF23,Brunello A375,4,0.9930885790154302,0.17371207805408498,0.3829469692724404
IKBKE,Brunello A375,4,-0.930211806905954,0.1830048947784449,0.39004300765829997
IGSF22,Brunello A375,4,1.517197970125319,0.06956030435082851,0.25126244658391284
IGSF11,Brunello A375,4,-1.4888948765992118,0.07957847446974825,0.2705363107760916
IGSF10,Brunello A375,4,0.6447223569618713,0.27895389607113796,0.44041161283801233
IGSF1,Brunello A375,4,0.08491341865886945,0.48684599959020186,0.4970738004521475
IGLON5,Brunello A375,4,0.8039111114677183,0.2276858492701884,0.41649655177734657
IGLL5,Brunello A375,4,2.1406113207406285,0.017776960736522303,0.09493517584293712
IGLL1,Brunello A375,4,1.8925119601951315,0.03199781341404259,0.14963958325299395
IGLC1,Brunello A375,2,2.1780483059359708,0.016154099028848137,0.08776718119642365
IGIP,Brunello A375,4,1.1957880673328527,0.12532511939375615,0.337979835917886
IGHMBP2,Brunello A375,4,-0.5903800672502441,0.2754024247819426,0.43936125713291074
IGFN1,Brunello A375,4,-0.5309698231443618,0.29392217858874425,0.44565987813127916
IGFLR1,Brunello A375,4,0.0060762931071218496,0.48299491579762016,0.49645927051400385
IGFL4,Brunello A375,4,0.36179949955106216,0.3806096229552401,0.4741894500123788
IGSF21,Brunello A375,4,-0.27594975729916,0.3794369218864662,0.47406246690274134
IGFL3,Brunello A375,4,1.309722275741767,0.10265849529333328,0.3090095855368957
IKBKG,Brunello A375,4,0.7492233746565238,0.24473368367931694,0.42628120741999737
IKZF1,Brunello A375,4,1.906916858543291,0.03098679771056618,0.14629256028274107
IL17RB,Brunello A375,4,-0.14460531816758332,0.4266483680547645,0.4856000007244409
IL17RA,Brunello A375,4,1.544985094901124,0.06588248162498384,0.2432315451772615
IL17F,Brunello A375,4,0.32670416471497576,0.3938925964391775,0.47788963563551967
IL17D,Brunello A375,4,0.7881544877848419,0.23253454865039358,0.41883801720930824
IL17C,Brunello A375,4,-0.06195878686328181,0.457301133582946,0.49336472543488386
IL17B,Brunello A375,4,1.3323582079022496,0.09854260878220308,0.3019088863757018
IL17A,Brunello A375,4,1.5026526241729112,0.07155308831076618,0.2552595327620033
IL16,Brunello A375,4,0.13340850973680438,0.4681670959809033,0.4943757092310142
IL15RA,Brunello A375,4,0.3755372142455375,0.3754391854078358,0.473016088869773
IL15,Brunello A375,4,0.10991479330811882,0.47722387867530464,0.495413897753032
IL13RA2,Brunello A375,4,0.9447668524730785,0.18672628015485138,0.3920491727674303
IL13RA1,Brunello A375,4,0.11784330117583969,0.4741687609486908,0.495413897753032
IKBKGP1,Brunello A375,2,-0.5450359229273343,0.2894825845031022,0.44455916440079446
IL13,Brunello A375,4,0.0014481596140888953,0.4812358569803747,0.4961346123372029
IL12RB1,Brunello A375,4,-0.06887758983332086,0.45470987348030123,0.49255218263554396
IL12B,Brunello A375,4,0.9822757887648674,0.17657638555013802,0.38482902791654766
IL12A,Brunello A375,4,-0.2136255253302362,0.40159582370922386,0.47954375888960643
IL11RA,Brunello A375,4,1.3548090893708111,0.09458557017282238,0.29588744143974477
IL11,Brunello A375,4,1.466281398255705,0.07674448179522134,0.26561738812085095
IL10RB,Brunello A375,4,0.018386192577498822,0.48768070298912286,0.4973398450154784
IL10RA,Brunello A375,4,0.6473432902506207,0.2780705137475704,0.44017329319381965
IL10,Brunello A375,4,-0.12829926078290296,0.4326420590377976,0.4875544777496701
IKZF5,Brunello A375,4,-0.2642449338555337,0.383563874688106,0.4748795252562491
IKZF4,Brunello A375,4,-1.4426492042615175,0.08628980435312059,0.28327980475888936
IKZF3,Brunello A375,4,0.03394419458325315,0.4936166839731089,0.49871071523696986
IKZF2,Brunello A375,4,0.4878096900981382,0.33394993975630766,0.46026513292062377
IL12RB2,Brunello A375,4,-0.1635716382508269,0.419712186553309,0.484464463056283
IGFL2,Brunello A375,4,1.335727782277183,0.09794078113096506,0.30059830243558916
IGFL1,Brunello A375,4,1.9818182580419461,0.026124469855716766,0.12883283238161722
IGFBPL1,Brunello A375,4,1.0691586055727091,0.15435852805886446,0.365558327664021
IFT27,Brunello A375,4,0.5702300563825123,0.30456572125404163,0.4498783924858016
IFT25,Brunello A375,4,-1.242589102261111,0.11892719908992677,0.33030204056550194
IFT22,Brunello A375,4,0.023571459583008825,0.4896574300097503,0.49795515339063195
IFT20,Brunello A375,4,1.1473885881098702,0.13594592697292093,0.34928265702625255
IFT172,Brunello A375,4,-0.4367924628123752,0.32445286912160265,0.4568054998116513
IFT140,Brunello A375,4,1.0962629303228608,0.14780599224148608,0.35980478233021634
IFT122,Brunello A375,4,-0.583906966261117,0.2773902008957675,0.44017329319381965
IFRD2,Brunello A375,4,1.6503599144229084,0.05339322097238572,0.21277520696254687
IFRD1,Brunello A375,4,-0.6889889716463189,0.24610252843616415,0.42691422433240217
IFNW1,Brunello A375,4,-0.7649641782567377,0.22487278284982307,0.41503845538048784
IFNLR1,Brunello A375,4,0.38448831976303793,0.3720798902094645,0.47150301340841605
IFNL3,Brunello A375,5,1.2653815877687835,0.11109146106023059,0.3213202644267054
IFT43,Brunello A375,4,1.0321797361145533,0.16359075389180958,0.37366003133966297
IFNL2,Brunello A375,5,1.3602580563282334,0.09364386567443651,0.2944912740662524
IFNK,Brunello A375,4,-0.20403057767947042,0.40504693888722826,0.48049673456379266
IFNGR2,Brunello A375,4,0.6121214859936296,0.29004465696348103,0.4447842506186547
IFNGR1,Brunello A375,4,0.8078234104194666,0.22648997900481824,0.4158119380744545
IFNG,Brunello A375,4,0.4389850089981837,0.3518093135778975,0.46634458322513606
IFNE,Brunello A375,4,-1.0945976485943718,0.14704635802958915,0.3590990815192945
IFNB1,Brunello A375,4,0.3551711474384272,0.3831104399585612,0.4748795252562491
IFNAR2-IL10RB,Brunello A375,8,1.4891180879425676,0.07344986152804882,0.2591483498308604
IFNAR2,Brunello A375,5,0.2615377159285772,0.4187858853636943,0.4842527787624511
IFNAR1,Brunello A375,5,-2.0893249951386044,0.02336979587760399,0.11810346685193798
IFNA8,Brunello A375,4,-1.2483937929406155,0.1178969746060899,0.3292468251413484
IFNA7,Brunello A375,7,-1.419694708911239,0.08973899907269973,0.2885788232202003
IFNA6,Brunello A375,5,-0.7995234377173358,0.21562479611732788,0.40997126936756273
IFNL1,Brunello A375,4,-0.21767198957778638,0.40014351812792526,0.47923655549357796
IFT46,Brunello A375,4,1.6551844296607598,0.05287344035074836,0.2114111340846245
IFT52,Brunello A375,4,-0.5989643861795628,0.27277807104950996,0.43845673816565167
IFT56,Brunello A375,4,0.21872237340099698,0.4352533753585262,0.4881350650986145
IGFBP7-AS1,Brunello A375,1,0.4269202058134004,0.3562683024660078,0.4674013683780666
IGFBP7,Brunello A375,4,1.7447139785413515,0.04397508674053806,0.18741205545342784
IGFBP6,Brunello A375,4,-0.03322804140371244,0.4681062112786585,0.49437260438499486
IGFBP5,Brunello A375,4,1.8096734507532295,0.03833103668965769,0.17015480037657732
IGFBP4,Brunello A375,3,1.1109103629629618,0.14434110442179834,0.35764066142088563
IGFBP3,Brunello A375,4,0.3278831726626166,0.3934447666404911,0.47774903757974646
IGFBP2,Brunello A375,4,1.1762725556352338,0.12953637201532678,0.34229344010577073
IGFBP1,Brunello A375,4,1.0284028454116227,0.16455252913760596,0.37450010076974727
IGFALS,Brunello A375,4,1.108087408738342,0.14500470876686164,0.35797410828049164
IGF2R,Brunello A375,4,0.35578533801720613,0.3828785491715047,0.4748795252562491
IGF2BP3,Brunello A375,4,-1.5191062536307882,0.07536999424552697,0.263067958441945
IGF2BP2,Brunello A375,4,0.14905705868370728,0.4621295961809156,0.4938031857506875
IGF2BP1,Brunello A375,4,0.2847427259611138,0.40989312630699565,0.48189111546813856
IGF2,Brunello A375,8,0.4150777936576851,0.3606614948996991,0.46903986537153136
IGF1R,Brunello A375,4,-0.35123673881859246,0.3532880356812322,0.4666669913950403
IGF1,Brunello A375,4,1.7099535938830344,0.04726694782764577,0.19696297146044417
IGDCC4,Brunello A375,4,-0.09037971734019867,0.4466849551904385,0.49074491380780777
IGDCC3,Brunello A375,4,0.6525025112654098,0.2763352530796522,0.43971699337817544
IGBP1,Brunello A375,4,-4.623614824854769,6.37411825768708e-12,8.28356680008978e-11
IFTAP,Brunello A375,4,-0.8814351445708419,0.19474598455970493,0.39746679638675375
IFT88,Brunello A375,4,0.8532493414023271,0.2128427292580058,0.40889150836179605
IFT81,Brunello A375,4,-1.0009383187706424,0.16687185418018044,0.3768436583721696
IFT80,Brunello A375,4,-0.8443357120740436,0.20402089314245392,0.40373993046128986
IFT74,Brunello A375,4,-1.49378905043076,0.07888714009358999,0.26945687946445523
IFT70B,Brunello A375,4,0.31905175877697156,0.39680174459108425,0.47841398631171
IFT70A,Brunello A375,4,1.2866855845398806,0.10697828532309518,0.31535707061948404
IFT57,Brunello A375,4,0.4911546293756755,0.3327379710290855,0.45984365494727014
IL17RC,Brunello A375,5,-1.9714657431615532,0.03028591880837182,0.1438321905334362
IL17RD,Brunello A375,4,-0.8615080103504511,0.19969051997867293,0.4011403346499048
IL17RE,Brunello A375,4,1.3414485825028952,0.09692543315828714,0.29967567860892036
IL17REL,Brunello A375,4,0.7103015918725046,0.2572338578706291,0.4323457183016648
INCA1,Brunello A375,4,-1.4794058187785315,0.08092928805746614,0.2731248608797471
INAVA,Brunello A375,4,-0.9967213262671569,0.16780493218823914,0.37755615797948866
INAFM2,Brunello A375,4,1.4820646159498654,0.07445475702112204,0.26101190810134206
INAFM1,Brunello A375,4,1.3369608082687705,0.09772125612934017,0.300525810865963
INA,Brunello A375,4,1.184125705313929,0.12783015714999776,0.34067301776134923
IMPG2,Brunello A375,4,-1.0195812483237008,0.16278956763063968,0.3726072325767975
IMPG1,Brunello A375,4,-0.6154891310656023,0.267764483761944,0.43647932234762127
IMPDH2,Brunello A375,4,-6.188369659171879,6.939859666609864e-36,1.9591685240635663e-34
IMPDH1,Brunello A375,3,0.12648616153613543,0.47083678679326596,0.49498409307365426
IMPACT,Brunello A375,4,0.30530365991373826,0.4020385826522087,0.47966137683708093
IMPA2,Brunello A375,4,0.5133080047480819,0.32475098403112734,0.4568728864470732
IMPA1,Brunello A375,4,0.1641236068950131,0.45631480462261714,0.49306149574691116
INCENP,Brunello A375,4,-3.020602222542326,0.001631248190676923,0.011687241685683216
IMP4,Brunello A375,4,-7.204456503930579,2.7160489666545066e-60,1.6669650383543853e-58
IMMT,Brunello A375,4,-2.758961120052131,0.003917967954359483,0.025960904859364146
IMMP2L,Brunello A375,4,0.24321361790418228,0.42582562892203424,0.48554550667769547
IMMP1L,Brunello A375,5,-1.097689201824494,0.14642026185727047,0.3590990815192945
ILVBL,Brunello A375,4,0.3323771495616552,0.3917387552556624,0.4772524031999831
ILRUN,Brunello A375,4,-0.6387150010776917,0.260804886867078,0.43358014836907405
ILKAP,Brunello A375,4,-0.5610801873836561,0.2844595039464842,0.4425020141391066
ILK,Brunello A375,4,-1.3849920481607103,0.09509922058226314,0.29678031849926007
ILF3,Brunello A375,4,-7.09354580538802,2.743050879373112e-57,1.517870122240345e-55
ILF2,Brunello A375,4,-6.353864191568105,2.2007082284622996e-39,6.958652796563315e-38
ILDR2,Brunello A375,4,0.12924379090283633,0.4697733692429202,0.4947858172328721
ILDR1,Brunello A375,4,0.25565761853911073,0.42104338224487764,0.4845005411704197
IL9R,Brunello A375,4,-1.0563448564576092,0.15493999960121496,0.365959524049732
IMP3,Brunello A375,4,-6.626591750694439,1.4871627590077678e-45,5.805236090790922e-44
INF2,Brunello A375,4,1.4641013453272094,0.07706524657305339,0.26621609168171156
ING1,Brunello A375,4,-0.4835587882671313,0.3091225687755565,0.4517527685568749
ING2,Brunello A375,4,0.7846497192135597,0.23362006310111377,0.4191316731558327
INPP5E,Brunello A375,4,1.0940613853176246,0.14833140451398155,0.36037916637383355
INPP5D,Brunello A375,4,1.440987942740014,0.08053389222492711,0.2725419911567719
INPP5B,Brunello A375,4,-0.6119816662630727,0.26882438924036756,0.4368081223651433
INPP5A,Brunello A375,4,0.006247458028097008,0.4830600004325267,0.49645927051400385
INPP4B,Brunello A375,4,-0.35412416847606965,0.35229917778973857,0.46636530217026595
INPP4A,Brunello A375,4,0.9109396124792613,0.19615972672131174,0.39872013229421766
INPP1,Brunello A375,4,0.8245655532275717,0.22140888470000608,0.4134404671777678
INO80E,Brunello A375,4,0.25458810745072913,0.42145415131084396,0.4846769330186502
INO80D,Brunello A375,4,1.131008692944166,0.1396742511619416,0.3535140005263777
INO80C,Brunello A375,4,0.4309492068521862,0.3547773302272024,0.4669946171551787
INO80B-WBP1,Brunello A375,4,-0.9172288757900013,0.18608021978542097,0.3917418853440725
INO80B,Brunello A375,4,-0.9172288757900013,0.18608021978542097,0.3917418853440725
INO80,Brunello A375,4,-6.153195042704888,3.6402048138670643e-35,1.0044841028822035e-33
INMT-MINDY4,Brunello A375,4,1.0613594619104505,0.15627771279589867,0.3667810594959354
INMT,Brunello A375,4,1.0613594619104505,0.15627771279589867,0.3667810594959354
INKA2,Brunello A375,4,0.29623301607790054,0.405500524427854,0.4805209543256405
INKA1,Brunello A375,4,0.7300372527564378,0.2508581639478652,0.4292938772083635
INIP,Brunello A375,4,-0.9165231545643253,0.18624841689543667,0.39188577590310747
INHBE,Brunello A375,4,0.06743365222221252,0.49355996947778347,0.49871071523696986
INHBC,Brunello A375,3,0.6058367182982008,0.29220419356713484,0.44565987813127916
INHBB,Brunello A375,4,0.3376630589735457,0.3897341035760451,0.4767643320204136
INHBA,Brunello A375,4,0.5634441275306783,0.3069453940233532,0.4506928104325268
INHA,Brunello A375,4,0.9007026365889637,0.1990659048137871,0.40068025737325225
ING5,Brunello A375,4,-0.5194292384301733,0.2975890977206643,0.4478809255048386
ING4,Brunello A375,4,-1.3887733694052014,0.09450669362592107,0.29572962363978245
ING3,Brunello A375,3,-2.3439686844353815,0.012706697828886757,0.07166591353424176
ING2-DT,Brunello A375,2,0.07375002970168762,0.49113530550848444,0.4982984456670765
IL9,Brunello A375,4,-0.9060810448288334,0.1887495820813888,0.3935860672408826
IFNA5,Brunello A375,4,-0.029421666837603166,0.4695428975157795,0.49472863951818796
IL7R,Brunello A375,4,0.23350351300426114,0.429561224358987,0.48673096196227245
IL6ST,Brunello A375,4,0.43304638244667765,0.3540020015652621,0.46675237921530477
IL22RA1,Brunello A375,4,1.3289820489750934,0.09914842962306265,0.3030530669512916
IL22,Brunello A375,4,0.6900896619438095,0.2638416746799487,0.43520320418974995
IL21R-AS1,Brunello A375,1,-3.590273495235616,6.58594226800188e-05,0.0005645946222828476
IL21R,Brunello A375,4,0.25106320294234996,0.4228083045140699,0.4849256385181863
IL21-AS1,Brunello A375,1,-0.3192560984530687,0.3643105811098416,0.4696601989324843
IL21,Brunello A375,4,0.0348373994666753,0.493957917495502,0.49871071523696986
IL20RB,Brunello A375,4,-0.6329304793238688,0.2625285459469057,0.43468431375282507
IL20RA,Brunello A375,4,-0.04218386927118917,0.46473057945452845,0.4938575031865747
IL20,Brunello A375,4,0.8914315883178924,0.20171821611229118,0.40227635430195824
IL2,Brunello A375,4,0.15752967938434204,0.45885978484125206,0.49344566593738737
IL1RN,Brunello A375,3,0.40071801260542594,0.36600942154487537,0.4698559628157
IL1RL2,Brunello A375,4,1.4026392995457262,0.0865662917766127,0.28354821579096406
IL22RA2,Brunello A375,4,0.943542803292309,0.18706304310139335,0.3921462575559096
IL1RL1,Brunello A375,4,0.457661218812815,0.34494162347460283,0.46410099349096856
IL1RAPL1,Brunello A375,4,0.8030760333988981,0.22794152292552874,0.4166711760664691
IL1RAP,Brunello A375,4,1.5104838001857832,0.07047434056901977,0.25328884606650987
IL1R2,Brunello A375,4,1.192425576856257,0.1260438412160858,0.33866804188195776
IL1R1,Brunello A375,4,-0.1051857175447723,0.44118477570513903,0.4890618373331185
IL1F10,Brunello A375,4,-1.184492247496507,0.12953020976257673,0.34229344010577073
IL1B,Brunello A375,4,0.09258913066296316,0.4838940440714732,0.49658797111268854
IL1A,Brunello A375,4,0.5886592220060629,0.29814113805864034,0.4479644765672802
IL19,Brunello A375,4,-0.36065831035810436,0.350065357495338,0.4659462023348448
IL18RAP,Brunello A375,4,0.48615187784577457,0.3345511855204568,0.46040068593668254
IL18R1,Brunello A375,4,1.553697984892784,0.0647635808131484,0.24052336487720596
IL18BP,Brunello A375,4,-0.01128540213230586,0.4764039439684708,0.495413897753032
IL18,Brunello A375,4,0.059876139299704645,0.4964587196708836,0.4993755603420344
IL1RAPL2,Brunello A375,4,-0.19615731005356857,0.40788654740064184,0.4812030358361404
IL23A,Brunello A375,4,-0.9100136165252878,0.18780488267138845,0.3927689657706748
IL23R,Brunello A375,4,-0.6557419009437266,0.25576909216810895,0.43167508384667375
IL24,Brunello A375,4,-1.4734392248228512,0.08178566353309034,0.27501249816659123
IL6R,Brunello A375,4,-0.9421995247860995,0.1801970693977862,0.3876557979406817
IL6-AS1,Brunello A375,2,-0.3625982505855236,0.3494032050846175,0.4657863013943022
IL6,Brunello A375,4,0.04893266390848276,0.4993486973719986,0.49989983464246407
IL5RA,Brunello A375,4,1.3812240478308233,0.0900881276676533,0.2891275069303199
IL5,Brunello A375,4,-0.5159888501441745,0.29868644506954006,0.4479644765672802
IL4R,Brunello A375,4,-0.27521026994605835,0.37969717372656114,0.47406246690274134
IL4I1,Brunello A375,4,0.6822912452849932,0.26641203877902336,0.43632105819008565
IL4,Brunello A375,4,1.341015075164756,0.09700209073880557,0.2997502914378486
IL3RA,Brunello A375,3,1.0210507188589726,0.16643466491544134,0.37631380550213783
IL37,Brunello A375,4,-0.6122986113531204,0.26872851815798177,0.4368081223651433
IL36RN,Brunello A375,4,0.4385017587694553,0.3519875839237394,0.46636530217026595
IL36G,Brunello A375,4,-0.8054722982387694,0.2140591107432418,0.4094027078470212
IL36B,Brunello A375,4,0.39066956015082666,0.36976472216964157,0.4708495497496287
IL36A,Brunello A375,4,-0.43048291670963734,0.32654542597728103,0.45740034701266635
IL34,Brunello A375,4,0.8244465124823017,0.22144480276021553,0.4134404671777678
IL33,Brunello A375,4,-0.5579157747015313,0.285446708447613,0.4428109084780803
IL32,Brunello A375,4,1.7865115171873858,0.04027093368521677,0.17591371955797186
IL31RA,Brunello A375,4,-1.2831420921596068,0.11183699287852214,0.32250595617886785
IL31,Brunello A375,4,0.660209509657735,0.27375213575871793,0.43859240250569553
IL3,Brunello A375,4,-0.11469956798952974,0.437661945439907,0.4885760802717653
IL2RG,Brunello A375,4,1.4200654873944252,0.08378177364409785,0.27895080531910704
IL2RB,Brunello A375,4,-0.07600552204190063,0.45204484482784907,0.49157151456242004
IL2RA,Brunello A375,4,0.7850046681124321,0.23351001100482505,0.41909903387203173
IL27RA,Brunello A375,4,-1.2446158977400756,0.1185668911801293,0.32993215700063794
IL27,Brunello A375,4,0.7785991737697051,0.2355000334511179,0.4195088636254638
IL26,Brunello A375,4,0.18398838988292604,0.44864818104323484,0.4907976896736835
IL25,Brunello A375,4,0.4532209154382393,0.34657049684805546,0.464849520205044
IL7,Brunello A375,5,1.1501108338216584,0.13533285185609534,0.3486546948635364
IFNA4,Brunello A375,9,-3.4709197320198157,0.0001664615822654562,0.0013776450599105336
IFNA21,Brunello A375,10,-3.502782686565569,0.0001320927733549782,0.001102415660819766
IFNA2,Brunello A375,5,0.05930701218519749,0.49667690512282825,0.499399681380384
HSPA1L,Brunello A375,4,0.09052805936123628,0.48468690241312457,0.49666810301419223
HSPA1B,Brunello A375,8,0.2707873509604723,0.4152379481387851,0.48275004969869273
HSPA1A,Brunello A375,8,0.2707873509604723,0.4152379481387851,0.48275004969869273
HSPA14,Brunello A375,4,-5.499691196029689,2.5963067415167692e-23,5.115412695454347e-22
HSPA13,Brunello A375,4,-1.7555031134603722,0.04763595168879189,0.19785753392931615
HSPA12B,Brunello A375,4,1.0354469041427756,0.16276157927560345,0.3726072325767975
HSPA12A,Brunello A375,4,0.3470828946597173,0.3861672199162388,0.4757153175121229
HSP90B1,Brunello A375,3,-4.201873482183239,2.9998913866276905e-08,3.323521841862392e-07
HSP90AB1,Brunello A375,4,-0.5534551041213827,0.2868412403358366,0.44342215962756637
HSP90AA1,Brunello A375,4,-0.3596748644596366,0.35040121785603817,0.4659462023348448
HSH2D,Brunello A375,4,0.2904172963380316,0.4077228409960773,0.4811835923816316
HSFY2,Brunello A375,8,0.528598746517356,0.319279823321725,0.4551203072096335
HSPA2,Brunello A375,4,-0.2038348332193843,0.4051174525482097,0.48049673456379266
HSFY1,Brunello A375,8,0.528598746517356,0.319279823321725,0.4551203072096335
HSFX1,Brunello A375,7,0.5075669960346325,0.32681405267354263,0.4574633261757402
HSF5,Brunello A375,4,0.3260450759545539,0.39414298737249526,0.4780261728517713
HSF4,Brunello A375,4,1.2089244478786076,0.1225446768918783,0.3346016466420499
HSF2BP,Brunello A375,4,-0.091001167605824,0.44645366937090225,0.49074491380780777
HSF2,Brunello A375,4,-0.793005552627714,0.21734910411475367,0.41101175118047756
HSF1,Brunello A375,4,-1.3669414175484276,0.09795613236586852,0.3006010752218673
HSDL2,Brunello A375,4,-1.105431452774422,0.1448599539390179,0.35786703890467897
HSDL1,Brunello A375,5,-0.9420727911078444,0.1802265948995585,0.3876557979406817
HSD3B7,Brunello A375,4,1.3394829751082733,0.09727338513975162,0.29996591836633646
HSD3B2,Brunello A375,4,-0.7150026055569307,0.23869665861173248,0.42173256445955387
HSD3B1,Brunello A375,4,-1.5780952220775495,0.06756947931883286,0.2471879796427259
HSD17B8,Brunello A375,4,1.5997466741307182,0.05911377972622935,0.22737878457377195
HSFX2,Brunello A375,8,0.24545418468840313,0.4249641308212767,0.4854849077021595
HSPA4,Brunello A375,4,-3.3521007018626467,0.000357947313366372,0.0028382057171877804
HSPA4L,Brunello A375,5,-1.315185428858431,0.10640835740114828,0.3146191899792976
HSPA5,Brunello A375,4,-7.559297917118739,1.826818210795681e-70,1.4182380482766767e-68
HTATSF1,Brunello A375,4,-2.6643589615245364,0.005232407531742286,0.03372536279598203
HTATIP2,Brunello A375,4,-0.23458120004004046,0.3940949265288936,0.4780261728517713
HSPH1,Brunello A375,4,-1.1316088013510837,0.13966411242500248,0.3535140005263777
HSPG2,Brunello A375,4,-0.5797922682930609,0.2786576719894232,0.4403578553404177
HSPE1P5,Brunello A375,2,-4.3662984808238114,1.5228458820096597e-09,1.7870463294468687e-08
HSPE1P4,Brunello A375,2,-5.480645005162653,5.2076574938579224e-23,1.0173757917108726e-21
HSPE1P3,Brunello A375,1,-3.814134700816651,7.1570385856791e-06,6.88438949670085e-05
HSPE1P2,Brunello A375,2,-3.875978991419258,3.4458361919392717e-06,3.381795651390967e-05
HSPE1-MOB4,Brunello A375,10,-10.245821626834424,3.190130135863081e-175,8.849846347568969e-173
HSPE1,Brunello A375,4,-6.616132276995846,2.619871795905483e-45,1.009426899733509e-43
HSPD1P4,Brunello A375,2,-4.744554552088837,3.4378567702312244e-13,4.718208968432114e-12
HSPD1P12,Brunello A375,2,-4.48968985414439,1.2481692868126422e-10,1.5231325619603423e-09
HSPD1,Brunello A375,5,-7.668428751874591,9.151107042489664e-74,7.835305889960492e-72
HSPBP1,Brunello A375,4,1.0271907478033753,0.16486192165449517,0.37483522477799436
HSPBAP1,Brunello A375,4,0.4069665483936222,0.363679572667693,0.4696254255781017
HSPB9,Brunello A375,4,-0.17441971915252447,0.4157623629679563,0.4829790428519241
HSPB8,Brunello A375,4,1.4253816860550899,0.08294670741549685,0.2771933352598346
HSPB7,Brunello A375,4,0.0925122724373961,0.4839236126921146,0.49658797111268854
HSPB6,Brunello A375,4,1.7986807950357937,0.03924200019387441,0.17305406020215153
HSPB3,Brunello A375,4,0.46760493634462674,0.3413030334598188,0.462917269502281
HSPB2-C11orf52,Brunello A375,4,1.5895062878770831,0.06033252890587535,0.2302418555421208
